sample,state,variable,variable_label,period,period_note,current_published_counties,current_published_pooled_annual_observations,current_published_median_f,current_published_change_vs_base_f,current_rule_counties,current_rule_pooled_annual_observations,current_rule_median_f,revised_counties,revised_annual_observations_per_county,revised_median_f,revised_median_ci_low_f,revised_median_ci_high_f,revised_iqr_f,revised_change_vs_base_f,revised_change_ci_low_f,revised_change_ci_high_f,absolute_difference_f,percent_difference,change_absolute_difference_f,coverage_criterion,current_aggregation,revised_aggregation
consistent_county,MS,Tmin,Average daily low temperature,1980-1989,,43,386,51.685,0.0,43,386,51.685,18,10,52.322,51.121,53.482,2.59,0.0,0.0,0.0,0.637,1.232,0.0,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,MS,Tmin,Average daily low temperature,1990-1999,,43,362,52.771,1.086,43,362,52.771,18,10,53.37,51.828,54.649,3.073,1.047,0.468,1.851,0.599,1.135,-0.039,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,MS,Tmin,Average daily low temperature,2000-2009,,43,375,52.859,1.174,43,375,52.859,18,10,53.189,51.352,54.8,4.117,0.867,-0.033,1.474,0.33,0.624,-0.307,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,MS,Tmin,Average daily low temperature,2010-2019,,43,377,53.699,2.014,43,377,53.699,18,10,53.708,52.062,55.542,3.795,1.386,0.532,2.386,0.009,0.017,-0.628,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,MS,Tmin,Average daily low temperature,2020-2025,six-year recent period,43,197,55.119,3.434,43,197,55.119,18,6,54.915,53.577,56.586,3.519,2.593,2.109,3.688,-0.204,-0.37,-0.841,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tavg,Average daily temperature,1980-1989,,194,1751,64.909,0.0,194,1751,64.909,128,10,64.821,64.395,65.502,4.217,0.0,0.0,0.0,-0.088,-0.136,0.0,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tavg,Average daily temperature,1990-1999,,194,1787,65.31,0.401,194,1787,65.31,128,10,65.564,64.794,66.037,4.767,0.743,0.181,0.878,0.254,0.389,0.342,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tavg,Average daily temperature,2000-2009,,194,1768,65.59,0.681,194,1768,65.59,128,10,65.533,64.884,66.414,4.557,0.713,0.245,1.264,-0.057,-0.087,0.032,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tavg,Average daily temperature,2010-2019,,194,1844,66.183,1.274,194,1844,66.18350000000001,128,10,66.058,65.471,66.875,4.355,1.238,0.743,1.568,-0.125,-0.189,-0.036,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tavg,Average daily temperature,2020-2025,six-year recent period,194,1087,67.065,2.156,194,1087,67.065,128,6,66.918,66.429,67.743,4.988,2.097,1.597,2.535,-0.147,-0.219,-0.059,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmax,Average daily high temperature,1980-1989,,195,1814,77.266,0.0,195,1814,77.2655,140,10,77.225,76.56,77.576,3.868,0.0,0.0,0.0,-0.041,-0.053,0.0,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmax,Average daily high temperature,1990-1999,,195,1830,77.49,0.224,195,1830,77.49,140,10,77.44,77.085,77.985,3.852,0.216,-0.013,0.645,-0.05,-0.065,-0.008,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmax,Average daily high temperature,2000-2009,,195,1811,77.735,0.469,195,1811,77.735,140,10,77.898,77.146,78.231,3.627,0.673,0.198,0.933,0.163,0.21,0.204,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmax,Average daily high temperature,2010-2019,,195,1855,78.29,1.024,195,1855,78.29,140,10,78.285,77.729,78.627,3.691,1.06,0.662,1.344,-0.005,-0.006,0.036,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmax,Average daily high temperature,2020-2025,six-year recent period,195,1096,79.31,2.045,195,1096,79.31,140,6,79.161,78.658,79.843,4.227,1.936,1.533,2.484,-0.149,-0.188,-0.109,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmin,Average daily low temperature,1980-1989,,194,1792,52.397,0.0,194,1792,52.397,135,10,52.908,51.695,53.49,6.307,0.0,0.0,0.0,0.511,0.975,0.0,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmin,Average daily low temperature,1990-1999,,194,1830,53.161,0.764,194,1830,53.1615,135,10,53.619,52.623,54.395,6.701,0.712,0.367,1.389,0.458,0.862,-0.052,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmin,Average daily low temperature,2000-2009,,194,1787,53.658,1.261,194,1787,53.658,135,10,53.77,52.675,55.07,5.949,0.862,0.495,1.693,0.112,0.209,-0.399,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmin,Average daily low temperature,2010-2019,,194,1845,54.155,1.758,194,1845,54.155,135,10,54.681,53.309,55.362,6.397,1.773,1.169,2.473,0.526,0.971,0.015,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
consistent_county,TX,Tmin,Average daily low temperature,2020-2025,six-year recent period,194,1088,55.105,2.708,194,1088,55.1055,135,6,55.423,54.711,56.505,6.863,2.515,2.054,3.414,0.318,0.577,-0.193,1980-1989 >= 8 qualifying years; 1990-1999 >= 8 qualifying years; 2000-2009 >= 8 qualifying years; 2010-2019 >= 8 qualifying years; 2020-2025 >= 5 qualifying years,median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tavg,Average daily temperature,1980-1989,,42,357,62.659,0.0,42,357,62.659,30,6,62.962,62.472,64.208,3.343,0.0,0.0,0.0,0.303,0.484,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tavg,Average daily temperature,1990-1999,,42,378,63.2,0.541,42,378,63.2005,30,6,62.68,62.019,63.741,2.65,-0.282,-1.015,0.101,-0.52,-0.823,-0.823,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tavg,Average daily temperature,2000-2009,,42,383,63.025,0.366,42,383,63.025,30,6,63.356,62.975,64.56,3.497,0.394,-0.413,1.129,0.331,0.525,0.028,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tavg,Average daily temperature,2010-2019,,42,406,63.906,1.248,42,406,63.906,30,6,64.01,63.347,65.325,3.726,1.048,0.369,1.828,0.104,0.163,-0.2,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tavg,Average daily temperature,2020-2025,six-year recent period,42,243,64.336,1.678,42,243,64.336,30,6,65.011,63.738,65.934,3.972,2.049,1.087,2.536,0.675,1.049,0.371,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmax,Average daily high temperature,1980-1989,,44,396,74.451,0.0,44,396,74.451,35,6,74.689,73.377,76.049,3.843,0.0,0.0,0.0,0.238,0.32,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmax,Average daily high temperature,1990-1999,,44,394,74.704,0.253,44,394,74.7045,35,6,73.846,72.948,74.609,2.976,-0.843,-1.417,0.077,-0.858,-1.149,-1.096,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmax,Average daily high temperature,2000-2009,,44,407,74.813,0.361,44,407,74.813,35,6,75.407,73.963,76.169,3.535,0.718,-0.116,1.499,0.594,0.794,0.357,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmax,Average daily high temperature,2010-2019,,44,424,75.368,0.917,44,424,75.368,35,6,75.301,74.224,76.403,4.091,0.612,-0.059,1.619,-0.067,-0.089,-0.305,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmax,Average daily high temperature,2020-2025,six-year recent period,44,252,75.833,1.381,44,252,75.83250000000001,35,6,75.859,74.442,77.289,4.524,1.17,0.608,2.091,0.026,0.034,-0.211,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmin,Average daily low temperature,1980-1989,,43,369,50.627,0.0,43,369,50.627,32,6,51.378,50.484,52.399,2.43,0.0,0.0,0.0,0.751,1.483,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmin,Average daily low temperature,1990-1999,,43,391,51.492,0.865,43,391,51.492,32,6,51.811,50.408,52.696,3.204,0.432,-0.663,1.231,0.319,0.62,-0.433,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmin,Average daily low temperature,2000-2009,,43,401,51.54,0.913,43,401,51.54,32,6,51.883,50.754,53.255,3.55,0.504,-0.446,1.637,0.343,0.666,-0.409,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmin,Average daily low temperature,2010-2019,,43,417,52.325,1.697,43,417,52.325,32,6,53.138,51.852,53.96,3.719,1.759,0.738,2.489,0.813,1.554,0.062,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,AL,Tmin,Average daily low temperature,2020-2025,six-year recent period,43,249,53.334,2.707,43,249,53.334,32,6,53.778,52.709,54.494,3.841,2.4,1.501,3.118,0.444,0.832,-0.307,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tavg,Average daily temperature,1980-1989,,49,448,71.556,0.0,49,448,71.556,34,6,72.428,70.573,73.034,3.589,0.0,0.0,0.0,0.872,1.219,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tavg,Average daily temperature,1990-1999,,49,457,72.085,0.529,49,457,72.085,34,6,72.46,70.95,73.133,4.05,0.032,-0.354,0.534,0.375,0.52,-0.497,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tavg,Average daily temperature,2000-2009,,49,456,71.802,0.246,49,456,71.802,34,6,72.709,71.227,73.291,3.628,0.281,-0.215,0.989,0.907,1.263,0.035,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tavg,Average daily temperature,2010-2019,,49,467,72.529,0.973,49,467,72.529,34,6,73.688,72.489,74.461,3.672,1.26,0.196,1.968,1.159,1.598,0.287,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tavg,Average daily temperature,2020-2025,six-year recent period,49,260,73.605,2.049,49,260,73.605,34,6,74.229,72.837,74.985,3.783,1.801,1.038,2.47,0.624,0.848,-0.248,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmax,Average daily high temperature,1980-1989,,49,466,82.294,0.0,49,466,82.294,36,6,82.49,81.712,83.398,3.049,0.0,0.0,0.0,0.196,0.238,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmax,Average daily high temperature,1990-1999,,49,464,82.494,0.2,49,464,82.4945,36,6,82.401,81.314,83.173,3.342,-0.089,-0.61,0.198,-0.093,-0.113,-0.289,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmax,Average daily high temperature,2000-2009,,49,465,82.091,-0.203,49,465,82.091,36,6,82.285,81.24,82.874,3.105,-0.205,-0.878,0.408,0.194,0.236,-0.002,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmax,Average daily high temperature,2010-2019,,49,468,82.654,0.36,49,468,82.65350000000001,36,6,83.219,82.108,83.632,2.202,0.73,-0.152,1.318,0.565,0.684,0.37,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmax,Average daily high temperature,2020-2025,six-year recent period,49,263,83.462,1.168,49,263,83.462,36,6,83.794,82.628,84.582,3.107,1.304,0.348,1.974,0.332,0.398,0.136,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmin,Average daily low temperature,1980-1989,,49,456,60.477,0.0,49,456,60.477000000000004,36,6,61.838,59.987,62.778,4.097,0.0,0.0,0.0,1.361,2.25,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmin,Average daily low temperature,1990-1999,,49,464,61.636,1.159,49,464,61.6365,36,6,61.947,60.784,62.882,3.718,0.109,-0.375,0.857,0.311,0.505,-1.05,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmin,Average daily low temperature,2000-2009,,49,460,61.094,0.617,49,460,61.094,36,6,62.923,60.802,63.553,3.587,1.085,-0.663,1.571,1.829,2.994,0.468,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmin,Average daily low temperature,2010-2019,,49,468,62.1,1.623,49,468,62.0995,36,6,63.968,61.949,64.481,4.668,2.13,0.756,2.743,1.868,3.008,0.507,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,FL,Tmin,Average daily low temperature,2020-2025,six-year recent period,49,265,63.763,3.286,49,265,63.763,36,6,64.628,62.434,65.426,4.747,2.79,1.448,3.403,0.865,1.357,-0.496,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tavg,Average daily temperature,1980-1989,,36,353,66.415,0.0,36,353,66.415,23,6,66.57,65.251,67.419,2.821,0.0,0.0,0.0,0.155,0.233,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tavg,Average daily temperature,1990-1999,,36,343,67.172,0.757,36,343,67.172,23,6,66.511,65.298,67.441,3.191,-0.06,-0.381,0.172,-0.661,-0.984,-0.817,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tavg,Average daily temperature,2000-2009,,36,343,67.307,0.892,36,343,67.307,23,6,67.749,66.231,68.414,2.642,1.179,0.253,1.624,0.442,0.657,0.287,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tavg,Average daily temperature,2010-2019,,36,334,67.839,1.424,36,334,67.839,23,6,68.359,67.293,68.793,2.393,1.788,0.94,2.214,0.52,0.767,0.364,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tavg,Average daily temperature,2020-2025,six-year recent period,36,183,68.97,2.555,36,183,68.97,23,6,68.948,67.868,69.774,2.193,2.377,1.432,3.318,-0.022,-0.032,-0.178,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmax,Average daily high temperature,1980-1989,,37,363,77.204,0.0,37,363,77.204,23,6,77.201,76.784,77.472,1.489,0.0,0.0,0.0,-0.003,-0.004,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmax,Average daily high temperature,1990-1999,,37,356,77.273,0.069,37,356,77.27250000000001,23,6,76.838,76.073,77.455,1.503,-0.363,-1.105,0.143,-0.435,-0.563,-0.432,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmax,Average daily high temperature,2000-2009,,37,354,77.744,0.54,37,354,77.744,23,6,78.169,77.492,78.528,1.473,0.968,0.362,1.365,0.425,0.547,0.428,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmax,Average daily high temperature,2010-2019,,37,344,78.236,1.032,37,344,78.23599999999999,23,6,78.204,77.945,78.642,1.131,1.003,0.661,1.517,-0.032,-0.041,-0.029,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmax,Average daily high temperature,2020-2025,six-year recent period,37,185,78.959,1.755,37,185,78.959,23,6,79.402,78.698,79.817,1.726,2.2,1.548,2.721,0.443,0.561,0.445,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmin,Average daily low temperature,1980-1989,,37,363,55.959,0.0,37,363,55.959,23,6,56.037,53.577,57.281,4.441,0.0,0.0,0.0,0.078,0.139,0.0,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmin,Average daily low temperature,1990-1999,,37,353,56.983,1.024,37,353,56.983,23,6,56.414,53.845,58.218,4.627,0.377,-0.617,0.579,-0.569,-0.999,-0.647,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmin,Average daily low temperature,2000-2009,,37,351,56.721,0.762,37,351,56.721,23,6,57.201,55.135,58.873,3.813,1.164,0.155,1.77,0.48,0.846,0.402,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
strict_balanced,LA,Tmin,Average daily low temperature,2010-2019,,37,344,57.476,1.517,37,344,57.4765,23,6,58.294,55.914,58.832,3.596,2.257,1.03,2.632,0.818,1.423,0.74,exactly 6 annual observations per period (K qualifying years closest to the period midpoint; ties broken toward the earlier year),median over ALL POOLED annual county-level observations; county sample = at least one qualifying year per period,median ACROSS COUNTIES of each county's period mean; one value per county per period
