state,variable,county_fips,sample
AL,Tmin,01089,strict_balanced
AL,Tmin,01093,strict_balanced
AL,Tmin,01097,strict_balanced
AL,Tmin,01101,strict_balanced
AL,Tmin,01109,strict_balanced
AL,Tmin,01121,strict_balanced
AL,Tmin,01125,strict_balanced
FL,Tavg,12001,strict_balanced
FL,Tavg,12005,strict_balanced
FL,Tavg,12009,strict_balanced
FL,Tavg,12011,strict_balanced
FL,Tavg,12015,strict_balanced
FL,Tavg,12021,strict_balanced
FL,Tavg,12031,strict_balanced
FL,Tavg,12033,strict_balanced
FL,Tavg,12049,strict_balanced
FL,Tavg,12053,strict_balanced
FL,Tavg,12055,strict_balanced
FL,Tavg,12057,strict_balanced
FL,Tavg,12061,strict_balanced
FL,Tavg,12069,strict_balanced
FL,Tavg,12071,strict_balanced
FL,Tavg,12073,strict_balanced
FL,Tavg,12075,strict_balanced
FL,Tavg,12081,strict_balanced
FL,Tavg,12083,strict_balanced
FL,Tavg,12085,strict_balanced
FL,Tavg,12086,strict_balanced
FL,Tavg,12087,strict_balanced
FL,Tavg,12091,strict_balanced
FL,Tavg,12095,strict_balanced
FL,Tavg,12099,strict_balanced
FL,Tavg,12101,strict_balanced
FL,Tavg,12103,strict_balanced
FL,Tavg,12105,strict_balanced
FL,Tavg,12109,strict_balanced
FL,Tavg,12111,strict_balanced
FL,Tavg,12113,strict_balanced
FL,Tavg,12115,strict_balanced
FL,Tavg,12117,strict_balanced
FL,Tavg,12127,strict_balanced
FL,Tmax,12001,strict_balanced
FL,Tmax,12005,strict_balanced
FL,Tmax,12009,strict_balanced
FL,Tmax,12011,strict_balanced
FL,Tmax,12015,strict_balanced
FL,Tmax,12021,strict_balanced
FL,Tmax,12031,strict_balanced
FL,Tmax,12033,strict_balanced
FL,Tmax,12049,strict_balanced
FL,Tmax,12053,strict_balanced
FL,Tmax,12055,strict_balanced
FL,Tmax,12057,strict_balanced
FL,Tmax,12061,strict_balanced
FL,Tmax,12067,strict_balanced
FL,Tmax,12069,strict_balanced
FL,Tmax,12071,strict_balanced
FL,Tmax,12073,strict_balanced
FL,Tmax,12075,strict_balanced
FL,Tmax,12081,strict_balanced
FL,Tmax,12083,strict_balanced
FL,Tmax,12085,strict_balanced
FL,Tmax,12086,strict_balanced
FL,Tmax,12087,strict_balanced
FL,Tmax,12091,strict_balanced
FL,Tmax,12095,strict_balanced
FL,Tmax,12097,strict_balanced
FL,Tmax,12099,strict_balanced
FL,Tmax,12101,strict_balanced
FL,Tmax,12103,strict_balanced
FL,Tmax,12105,strict_balanced
FL,Tmax,12109,strict_balanced
FL,Tmax,12111,strict_balanced
FL,Tmax,12113,strict_balanced
FL,Tmax,12115,strict_balanced
FL,Tmax,12117,strict_balanced
FL,Tmax,12127,strict_balanced
FL,Tmin,12001,strict_balanced
FL,Tmin,12005,strict_balanced
FL,Tmin,12009,strict_balanced
FL,Tmin,12011,strict_balanced
FL,Tmin,12015,strict_balanced
FL,Tmin,12021,strict_balanced
FL,Tmin,12031,strict_balanced
FL,Tmin,12033,strict_balanced
FL,Tmin,12049,strict_balanced
FL,Tmin,12051,strict_balanced
FL,Tmin,12053,strict_balanced
FL,Tmin,12055,strict_balanced
FL,Tmin,12057,strict_balanced
FL,Tmin,12061,strict_balanced
FL,Tmin,12069,strict_balanced
FL,Tmin,12071,strict_balanced
FL,Tmin,12073,strict_balanced
FL,Tmin,12075,strict_balanced
FL,Tmin,12081,strict_balanced
FL,Tmin,12083,strict_balanced
FL,Tmin,12085,strict_balanced
FL,Tmin,12086,strict_balanced
FL,Tmin,12087,strict_balanced
FL,Tmin,12091,strict_balanced
FL,Tmin,12095,strict_balanced
FL,Tmin,12097,strict_balanced
FL,Tmin,12099,strict_balanced
FL,Tmin,12101,strict_balanced
FL,Tmin,12103,strict_balanced
FL,Tmin,12105,strict_balanced
FL,Tmin,12109,strict_balanced
FL,Tmin,12111,strict_balanced
FL,Tmin,12113,strict_balanced
FL,Tmin,12115,strict_balanced
FL,Tmin,12117,strict_balanced
FL,Tmin,12127,strict_balanced
LA,Tavg,22007,strict_balanced
LA,Tavg,22009,strict_balanced
LA,Tavg,22013,strict_balanced
LA,Tavg,22015,strict_balanced
LA,Tavg,22017,strict_balanced
LA,Tavg,22019,strict_balanced
LA,Tavg,22027,strict_balanced
LA,Tavg,22033,strict_balanced
LA,Tavg,22045,strict_balanced
LA,Tavg,22047,strict_balanced
LA,Tavg,22051,strict_balanced
LA,Tavg,22053,strict_balanced
LA,Tavg,22055,strict_balanced
LA,Tavg,22057,strict_balanced
LA,Tavg,22065,strict_balanced
LA,Tavg,22069,strict_balanced
LA,Tavg,22071,strict_balanced
LA,Tavg,22073,strict_balanced
LA,Tavg,22077,strict_balanced
LA,Tavg,22079,strict_balanced
LA,Tavg,22103,strict_balanced
LA,Tavg,22115,strict_balanced
LA,Tavg,22127,strict_balanced
LA,Tmax,22007,strict_balanced
LA,Tmax,22009,strict_balanced
LA,Tmax,22013,strict_balanced
LA,Tmax,22015,strict_balanced
LA,Tmax,22017,strict_balanced
LA,Tmax,22019,strict_balanced
LA,Tmax,22027,strict_balanced
LA,Tmax,22033,strict_balanced
LA,Tmax,22045,strict_balanced
LA,Tmax,22047,strict_balanced
LA,Tmax,22051,strict_balanced
LA,Tmax,22053,strict_balanced
LA,Tmax,22055,strict_balanced
LA,Tmax,22057,strict_balanced
LA,Tmax,22065,strict_balanced
LA,Tmax,22069,strict_balanced
LA,Tmax,22071,strict_balanced
LA,Tmax,22073,strict_balanced
LA,Tmax,22077,strict_balanced
LA,Tmax,22079,strict_balanced
LA,Tmax,22103,strict_balanced
LA,Tmax,22115,strict_balanced
LA,Tmax,22127,strict_balanced
LA,Tmin,22007,strict_balanced
LA,Tmin,22009,strict_balanced
LA,Tmin,22013,strict_balanced
LA,Tmin,22015,strict_balanced
LA,Tmin,22017,strict_balanced
LA,Tmin,22019,strict_balanced
LA,Tmin,22027,strict_balanced
LA,Tmin,22033,strict_balanced
LA,Tmin,22045,strict_balanced
LA,Tmin,22047,strict_balanced
LA,Tmin,22051,strict_balanced
LA,Tmin,22053,strict_balanced
LA,Tmin,22055,strict_balanced
LA,Tmin,22057,strict_balanced
LA,Tmin,22065,strict_balanced
LA,Tmin,22069,strict_balanced
LA,Tmin,22071,strict_balanced
LA,Tmin,22073,strict_balanced
LA,Tmin,22077,strict_balanced
LA,Tmin,22079,strict_balanced
LA,Tmin,22103,strict_balanced
LA,Tmin,22115,strict_balanced
LA,Tmin,22127,strict_balanced
MS,Tavg,28011,strict_balanced
MS,Tavg,28015,strict_balanced
MS,Tavg,28029,strict_balanced
MS,Tavg,28033,strict_balanced
MS,Tavg,28035,strict_balanced
MS,Tavg,28037,strict_balanced
MS,Tavg,28045,strict_balanced
MS,Tavg,28047,strict_balanced
MS,Tavg,28049,strict_balanced
MS,Tavg,28059,strict_balanced
MS,Tavg,28071,strict_balanced
MS,Tavg,28075,strict_balanced
MS,Tavg,28081,strict_balanced
MS,Tavg,28087,strict_balanced
MS,Tavg,28093,strict_balanced
MS,Tavg,28101,strict_balanced
MS,Tavg,28111,strict_balanced
MS,Tavg,28113,strict_balanced
MS,Tavg,28115,strict_balanced
MS,Tavg,28121,strict_balanced
MS,Tavg,28151,strict_balanced
MS,Tmax,28011,strict_balanced
MS,Tmax,28015,strict_balanced
MS,Tmax,28029,strict_balanced
MS,Tmax,28033,strict_balanced
MS,Tmax,28035,strict_balanced
MS,Tmax,28037,strict_balanced
MS,Tmax,28045,strict_balanced
MS,Tmax,28047,strict_balanced
MS,Tmax,28049,strict_balanced
MS,Tmax,28059,strict_balanced
MS,Tmax,28067,strict_balanced
MS,Tmax,28071,strict_balanced
MS,Tmax,28075,strict_balanced
MS,Tmax,28081,strict_balanced
MS,Tmax,28087,strict_balanced
MS,Tmax,28091,strict_balanced
MS,Tmax,28093,strict_balanced
MS,Tmax,28101,strict_balanced
MS,Tmax,28111,strict_balanced
MS,Tmax,28113,strict_balanced
MS,Tmax,28115,strict_balanced
MS,Tmax,28121,strict_balanced
MS,Tmax,28151,strict_balanced
MS,Tmin,28011,strict_balanced
MS,Tmin,28015,strict_balanced
MS,Tmin,28029,strict_balanced
MS,Tmin,28033,strict_balanced
MS,Tmin,28035,strict_balanced
MS,Tmin,28037,strict_balanced
MS,Tmin,28045,strict_balanced
MS,Tmin,28047,strict_balanced
MS,Tmin,28049,strict_balanced
MS,Tmin,28059,strict_balanced
MS,Tmin,28071,strict_balanced
MS,Tmin,28075,strict_balanced
MS,Tmin,28081,strict_balanced
MS,Tmin,28087,strict_balanced
MS,Tmin,28093,strict_balanced
MS,Tmin,28101,strict_balanced
MS,Tmin,28111,strict_balanced
MS,Tmin,28113,strict_balanced
MS,Tmin,28115,strict_balanced
MS,Tmin,28121,strict_balanced
MS,Tmin,28151,strict_balanced
TX,Tavg,48001,strict_balanced
TX,Tavg,48005,strict_balanced
TX,Tavg,48007,strict_balanced
TX,Tavg,48013,strict_balanced
TX,Tavg,48017,strict_balanced
TX,Tavg,48021,strict_balanced
TX,Tavg,48023,strict_balanced
TX,Tavg,48027,strict_balanced
TX,Tavg,48029,strict_balanced
TX,Tavg,48037,strict_balanced
TX,Tavg,48039,strict_balanced
TX,Tavg,48041,strict_balanced
TX,Tavg,48043,strict_balanced
TX,Tavg,48045,strict_balanced
TX,Tavg,48053,strict_balanced
TX,Tavg,48055,strict_balanced
TX,Tavg,48059,strict_balanced
TX,Tavg,48061,strict_balanced
TX,Tavg,48069,strict_balanced
TX,Tavg,48071,strict_balanced
TX,Tavg,48073,strict_balanced
TX,Tavg,48075,strict_balanced
TX,Tavg,48079,strict_balanced
TX,Tavg,48081,strict_balanced
TX,Tavg,48083,strict_balanced
TX,Tavg,48085,strict_balanced
TX,Tavg,48089,strict_balanced
TX,Tavg,48095,strict_balanced
TX,Tavg,48097,strict_balanced
TX,Tavg,48099,strict_balanced
TX,Tavg,48101,strict_balanced
TX,Tavg,48105,strict_balanced
TX,Tavg,48107,strict_balanced
TX,Tavg,48113,strict_balanced
TX,Tavg,48121,strict_balanced
TX,Tavg,48123,strict_balanced
TX,Tavg,48125,strict_balanced
TX,Tavg,48131,strict_balanced
TX,Tavg,48135,strict_balanced
TX,Tavg,48139,strict_balanced
TX,Tavg,48141,strict_balanced
TX,Tavg,48143,strict_balanced
TX,Tavg,48147,strict_balanced
TX,Tavg,48149,strict_balanced
TX,Tavg,48153,strict_balanced
TX,Tavg,48157,strict_balanced
TX,Tavg,48165,strict_balanced
TX,Tavg,48167,strict_balanced
TX,Tavg,48169,strict_balanced
TX,Tavg,48171,strict_balanced
TX,Tavg,48175,strict_balanced
TX,Tavg,48177,strict_balanced
TX,Tavg,48179,strict_balanced
TX,Tavg,48181,strict_balanced
TX,Tavg,48189,strict_balanced
TX,Tavg,48191,strict_balanced
TX,Tavg,48195,strict_balanced
TX,Tavg,48201,strict_balanced
TX,Tavg,48203,strict_balanced
TX,Tavg,48205,strict_balanced
TX,Tavg,48209,strict_balanced
TX,Tavg,48213,strict_balanced
TX,Tavg,48215,strict_balanced
TX,Tavg,48219,strict_balanced
TX,Tavg,48223,strict_balanced
TX,Tavg,48225,strict_balanced
TX,Tavg,48229,strict_balanced
TX,Tavg,48233,strict_balanced
TX,Tavg,48241,strict_balanced
TX,Tavg,48243,strict_balanced
TX,Tavg,48245,strict_balanced
TX,Tavg,48249,strict_balanced
TX,Tavg,48251,strict_balanced
TX,Tavg,48253,strict_balanced
TX,Tavg,48259,strict_balanced
TX,Tavg,48263,strict_balanced
TX,Tavg,48265,strict_balanced
TX,Tavg,48269,strict_balanced
TX,Tavg,48273,strict_balanced
TX,Tavg,48277,strict_balanced
TX,Tavg,48279,strict_balanced
TX,Tavg,48291,strict_balanced
TX,Tavg,48295,strict_balanced
TX,Tavg,48297,strict_balanced
TX,Tavg,48299,strict_balanced
TX,Tavg,48303,strict_balanced
TX,Tavg,48305,strict_balanced
TX,Tavg,48309,strict_balanced
TX,Tavg,48311,strict_balanced
TX,Tavg,48321,strict_balanced
TX,Tavg,48325,strict_balanced
TX,Tavg,48327,strict_balanced
TX,Tavg,48329,strict_balanced
TX,Tavg,48337,strict_balanced
TX,Tavg,48339,strict_balanced
TX,Tavg,48343,strict_balanced
TX,Tavg,48345,strict_balanced
TX,Tavg,48347,strict_balanced
TX,Tavg,48349,strict_balanced
TX,Tavg,48351,strict_balanced
TX,Tavg,48355,strict_balanced
TX,Tavg,48359,strict_balanced
TX,Tavg,48361,strict_balanced
TX,Tavg,48367,strict_balanced
TX,Tavg,48369,strict_balanced
TX,Tavg,48371,strict_balanced
TX,Tavg,48375,strict_balanced
TX,Tavg,48377,strict_balanced
TX,Tavg,48379,strict_balanced
TX,Tavg,48383,strict_balanced
TX,Tavg,48385,strict_balanced
TX,Tavg,48387,strict_balanced
TX,Tavg,48399,strict_balanced
TX,Tavg,48401,strict_balanced
TX,Tavg,48411,strict_balanced
TX,Tavg,48423,strict_balanced
TX,Tavg,48425,strict_balanced
TX,Tavg,48427,strict_balanced
TX,Tavg,48433,strict_balanced
TX,Tavg,48437,strict_balanced
TX,Tavg,48439,strict_balanced
TX,Tavg,48441,strict_balanced
TX,Tavg,48443,strict_balanced
TX,Tavg,48445,strict_balanced
TX,Tavg,48449,strict_balanced
TX,Tavg,48451,strict_balanced
TX,Tavg,48453,strict_balanced
TX,Tavg,48457,strict_balanced
TX,Tavg,48459,strict_balanced
TX,Tavg,48465,strict_balanced
TX,Tavg,48469,strict_balanced
TX,Tavg,48471,strict_balanced
TX,Tavg,48475,strict_balanced
TX,Tavg,48477,strict_balanced
TX,Tavg,48479,strict_balanced
TX,Tavg,48481,strict_balanced
TX,Tavg,48485,strict_balanced
TX,Tavg,48491,strict_balanced
TX,Tavg,48499,strict_balanced
TX,Tmax,48001,strict_balanced
TX,Tmax,48005,strict_balanced
TX,Tmax,48007,strict_balanced
TX,Tmax,48013,strict_balanced
TX,Tmax,48017,strict_balanced
TX,Tmax,48021,strict_balanced
TX,Tmax,48023,strict_balanced
TX,Tmax,48027,strict_balanced
TX,Tmax,48029,strict_balanced
TX,Tmax,48037,strict_balanced
TX,Tmax,48039,strict_balanced
TX,Tmax,48041,strict_balanced
TX,Tmax,48043,strict_balanced
TX,Tmax,48045,strict_balanced
TX,Tmax,48053,strict_balanced
TX,Tmax,48055,strict_balanced
TX,Tmax,48059,strict_balanced
TX,Tmax,48061,strict_balanced
TX,Tmax,48069,strict_balanced
TX,Tmax,48071,strict_balanced
TX,Tmax,48073,strict_balanced
TX,Tmax,48075,strict_balanced
TX,Tmax,48079,strict_balanced
TX,Tmax,48081,strict_balanced
TX,Tmax,48083,strict_balanced
TX,Tmax,48085,strict_balanced
TX,Tmax,48089,strict_balanced
TX,Tmax,48095,strict_balanced
TX,Tmax,48097,strict_balanced
TX,Tmax,48099,strict_balanced
TX,Tmax,48101,strict_balanced
TX,Tmax,48105,strict_balanced
TX,Tmax,48107,strict_balanced
TX,Tmax,48113,strict_balanced
TX,Tmax,48121,strict_balanced
TX,Tmax,48123,strict_balanced
TX,Tmax,48125,strict_balanced
TX,Tmax,48131,strict_balanced
TX,Tmax,48135,strict_balanced
TX,Tmax,48139,strict_balanced
TX,Tmax,48141,strict_balanced
TX,Tmax,48143,strict_balanced
TX,Tmax,48147,strict_balanced
TX,Tmax,48149,strict_balanced
TX,Tmax,48153,strict_balanced
TX,Tmax,48157,strict_balanced
TX,Tmax,48165,strict_balanced
TX,Tmax,48167,strict_balanced
TX,Tmax,48169,strict_balanced
TX,Tmax,48171,strict_balanced
TX,Tmax,48175,strict_balanced
TX,Tmax,48177,strict_balanced
TX,Tmax,48179,strict_balanced
TX,Tmax,48181,strict_balanced
TX,Tmax,48189,strict_balanced
TX,Tmax,48191,strict_balanced
TX,Tmax,48195,strict_balanced
TX,Tmax,48201,strict_balanced
TX,Tmax,48203,strict_balanced
TX,Tmax,48205,strict_balanced
TX,Tmax,48209,strict_balanced
TX,Tmax,48213,strict_balanced
TX,Tmax,48215,strict_balanced
TX,Tmax,48219,strict_balanced
TX,Tmax,48223,strict_balanced
TX,Tmax,48225,strict_balanced
TX,Tmax,48227,strict_balanced
TX,Tmax,48229,strict_balanced
TX,Tmax,48231,strict_balanced
TX,Tmax,48233,strict_balanced
TX,Tmax,48241,strict_balanced
TX,Tmax,48243,strict_balanced
TX,Tmax,48245,strict_balanced
TX,Tmax,48249,strict_balanced
TX,Tmax,48251,strict_balanced
TX,Tmax,48253,strict_balanced
TX,Tmax,48257,strict_balanced
TX,Tmax,48259,strict_balanced
TX,Tmax,48263,strict_balanced
TX,Tmax,48265,strict_balanced
TX,Tmax,48267,strict_balanced
TX,Tmax,48269,strict_balanced
TX,Tmax,48273,strict_balanced
TX,Tmax,48277,strict_balanced
TX,Tmax,48279,strict_balanced
TX,Tmax,48289,strict_balanced
TX,Tmax,48291,strict_balanced
TX,Tmax,48295,strict_balanced
TX,Tmax,48297,strict_balanced
TX,Tmax,48299,strict_balanced
TX,Tmax,48303,strict_balanced
TX,Tmax,48305,strict_balanced
TX,Tmax,48309,strict_balanced
TX,Tmax,48311,strict_balanced
TX,Tmax,48321,strict_balanced
TX,Tmax,48325,strict_balanced
TX,Tmax,48327,strict_balanced
TX,Tmax,48329,strict_balanced
TX,Tmax,48337,strict_balanced
TX,Tmax,48339,strict_balanced
TX,Tmax,48343,strict_balanced
TX,Tmax,48345,strict_balanced
TX,Tmax,48347,strict_balanced
TX,Tmax,48349,strict_balanced
TX,Tmax,48351,strict_balanced
TX,Tmax,48355,strict_balanced
TX,Tmax,48359,strict_balanced
TX,Tmax,48361,strict_balanced
TX,Tmax,48367,strict_balanced
TX,Tmax,48369,strict_balanced
TX,Tmax,48371,strict_balanced
TX,Tmax,48375,strict_balanced
TX,Tmax,48377,strict_balanced
TX,Tmax,48379,strict_balanced
TX,Tmax,48383,strict_balanced
TX,Tmax,48385,strict_balanced
TX,Tmax,48387,strict_balanced
TX,Tmax,48399,strict_balanced
TX,Tmax,48401,strict_balanced
TX,Tmax,48411,strict_balanced
TX,Tmax,48415,strict_balanced
TX,Tmax,48417,strict_balanced
TX,Tmax,48423,strict_balanced
TX,Tmax,48425,strict_balanced
TX,Tmax,48427,strict_balanced
TX,Tmax,48429,strict_balanced
TX,Tmax,48433,strict_balanced
TX,Tmax,48437,strict_balanced
TX,Tmax,48439,strict_balanced
TX,Tmax,48441,strict_balanced
TX,Tmax,48443,strict_balanced
TX,Tmax,48445,strict_balanced
TX,Tmax,48449,strict_balanced
TX,Tmax,48451,strict_balanced
TX,Tmax,48453,strict_balanced
TX,Tmax,48457,strict_balanced
TX,Tmax,48459,strict_balanced
TX,Tmax,48465,strict_balanced
TX,Tmax,48469,strict_balanced
TX,Tmax,48471,strict_balanced
TX,Tmax,48475,strict_balanced
TX,Tmax,48477,strict_balanced
TX,Tmax,48479,strict_balanced
TX,Tmax,48481,strict_balanced
TX,Tmax,48485,strict_balanced
TX,Tmax,48491,strict_balanced
TX,Tmax,48499,strict_balanced
TX,Tmax,48501,strict_balanced
TX,Tmin,48001,strict_balanced
TX,Tmin,48005,strict_balanced
TX,Tmin,48007,strict_balanced
TX,Tmin,48013,strict_balanced
TX,Tmin,48017,strict_balanced
TX,Tmin,48021,strict_balanced
TX,Tmin,48023,strict_balanced
TX,Tmin,48027,strict_balanced
TX,Tmin,48029,strict_balanced
TX,Tmin,48037,strict_balanced
TX,Tmin,48039,strict_balanced
TX,Tmin,48041,strict_balanced
TX,Tmin,48043,strict_balanced
TX,Tmin,48045,strict_balanced
TX,Tmin,48053,strict_balanced
TX,Tmin,48055,strict_balanced
TX,Tmin,48057,strict_balanced
TX,Tmin,48059,strict_balanced
TX,Tmin,48061,strict_balanced
TX,Tmin,48069,strict_balanced
TX,Tmin,48071,strict_balanced
TX,Tmin,48073,strict_balanced
TX,Tmin,48075,strict_balanced
TX,Tmin,48079,strict_balanced
TX,Tmin,48081,strict_balanced
TX,Tmin,48083,strict_balanced
TX,Tmin,48085,strict_balanced
TX,Tmin,48089,strict_balanced
TX,Tmin,48095,strict_balanced
TX,Tmin,48097,strict_balanced
TX,Tmin,48099,strict_balanced
TX,Tmin,48101,strict_balanced
TX,Tmin,48105,strict_balanced
TX,Tmin,48107,strict_balanced
TX,Tmin,48113,strict_balanced
TX,Tmin,48121,strict_balanced
TX,Tmin,48123,strict_balanced
TX,Tmin,48125,strict_balanced
TX,Tmin,48131,strict_balanced
TX,Tmin,48135,strict_balanced
TX,Tmin,48139,strict_balanced
TX,Tmin,48141,strict_balanced
TX,Tmin,48143,strict_balanced
TX,Tmin,48147,strict_balanced
TX,Tmin,48149,strict_balanced
TX,Tmin,48153,strict_balanced
TX,Tmin,48157,strict_balanced
TX,Tmin,48165,strict_balanced
TX,Tmin,48167,strict_balanced
TX,Tmin,48169,strict_balanced
TX,Tmin,48171,strict_balanced
TX,Tmin,48175,strict_balanced
TX,Tmin,48177,strict_balanced
TX,Tmin,48179,strict_balanced
TX,Tmin,48181,strict_balanced
TX,Tmin,48189,strict_balanced
TX,Tmin,48191,strict_balanced
TX,Tmin,48195,strict_balanced
TX,Tmin,48201,strict_balanced
TX,Tmin,48203,strict_balanced
TX,Tmin,48205,strict_balanced
TX,Tmin,48209,strict_balanced
TX,Tmin,48213,strict_balanced
TX,Tmin,48215,strict_balanced
TX,Tmin,48217,strict_balanced
TX,Tmin,48219,strict_balanced
TX,Tmin,48223,strict_balanced
TX,Tmin,48225,strict_balanced
TX,Tmin,48229,strict_balanced
TX,Tmin,48233,strict_balanced
TX,Tmin,48241,strict_balanced
TX,Tmin,48243,strict_balanced
TX,Tmin,48245,strict_balanced
TX,Tmin,48249,strict_balanced
TX,Tmin,48251,strict_balanced
TX,Tmin,48253,strict_balanced
TX,Tmin,48257,strict_balanced
TX,Tmin,48259,strict_balanced
TX,Tmin,48263,strict_balanced
TX,Tmin,48265,strict_balanced
TX,Tmin,48269,strict_balanced
TX,Tmin,48273,strict_balanced
TX,Tmin,48277,strict_balanced
TX,Tmin,48279,strict_balanced
TX,Tmin,48285,strict_balanced
TX,Tmin,48291,strict_balanced
TX,Tmin,48295,strict_balanced
TX,Tmin,48297,strict_balanced
TX,Tmin,48299,strict_balanced
TX,Tmin,48303,strict_balanced
TX,Tmin,48305,strict_balanced
TX,Tmin,48309,strict_balanced
TX,Tmin,48311,strict_balanced
TX,Tmin,48321,strict_balanced
TX,Tmin,48325,strict_balanced
TX,Tmin,48327,strict_balanced
TX,Tmin,48329,strict_balanced
TX,Tmin,48337,strict_balanced
TX,Tmin,48339,strict_balanced
TX,Tmin,48343,strict_balanced
TX,Tmin,48345,strict_balanced
TX,Tmin,48347,strict_balanced
TX,Tmin,48349,strict_balanced
TX,Tmin,48351,strict_balanced
TX,Tmin,48355,strict_balanced
TX,Tmin,48359,strict_balanced
TX,Tmin,48361,strict_balanced
TX,Tmin,48367,strict_balanced
TX,Tmin,48369,strict_balanced
TX,Tmin,48371,strict_balanced
TX,Tmin,48375,strict_balanced
TX,Tmin,48377,strict_balanced
TX,Tmin,48379,strict_balanced
TX,Tmin,48383,strict_balanced
TX,Tmin,48385,strict_balanced
TX,Tmin,48387,strict_balanced
TX,Tmin,48399,strict_balanced
TX,Tmin,48401,strict_balanced
TX,Tmin,48411,strict_balanced
TX,Tmin,48417,strict_balanced
TX,Tmin,48423,strict_balanced
TX,Tmin,48425,strict_balanced
TX,Tmin,48427,strict_balanced
TX,Tmin,48433,strict_balanced
TX,Tmin,48437,strict_balanced
TX,Tmin,48439,strict_balanced
TX,Tmin,48441,strict_balanced
TX,Tmin,48443,strict_balanced
TX,Tmin,48445,strict_balanced
TX,Tmin,48449,strict_balanced
TX,Tmin,48451,strict_balanced
TX,Tmin,48453,strict_balanced
TX,Tmin,48457,strict_balanced
TX,Tmin,48459,strict_balanced
TX,Tmin,48465,strict_balanced
TX,Tmin,48469,strict_balanced
TX,Tmin,48471,strict_balanced
TX,Tmin,48475,strict_balanced
TX,Tmin,48477,strict_balanced
TX,Tmin,48479,strict_balanced
TX,Tmin,48481,strict_balanced
TX,Tmin,48485,strict_balanced
TX,Tmin,48491,strict_balanced
TX,Tmin,48497,strict_balanced
TX,Tmin,48499,strict_balanced
