state,variable,month,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,min_across_counties_f,max_across_counties_f,contributing_monthly_summaries,monthly_records_total,counties_with_any_record,pct_monthly_records_passing_coverage,season,month_name,variable_label,coverage_requirement_days,unit_of_analysis
TX,Tavg,1,248,45.77,42.95,49.86,33.72,60.54,10314,10659,248,96.76,cool,Jan,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,2,248,49.83,46.65,53.54,36.59,63.71,10068,10667,248,94.38,cool,Feb,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,3,248,57.93,55.12,60.84,45.51,70.13,10362,10667,248,97.14,cool,Mar,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,4,247,65.36,63.15,67.92,53.74,76.41,10282,10666,247,96.4,cool,Apr,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,5,247,73.36,71.64,75.4,62.94,82.45,10351,10655,247,97.15,shoulder,May,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,6,248,80.22,79.3,81.75,73.15,86.66,10325,10648,248,96.97,warm,Jun,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,7,248,83.39,82.44,84.26,74.02,87.81,10393,10660,248,97.5,warm,Jul,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,8,247,83.38,82.09,84.58,73.0,88.18,10399,10640,247,97.73,warm,Aug,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,9,247,76.87,75.31,78.85,68.09,83.47,10314,10635,247,96.98,warm,Sep,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,10,247,66.91,64.88,69.7,56.24,76.82,10330,10643,247,97.06,shoulder,Oct,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,11,247,55.93,53.37,59.52,44.0,69.28,10195,10618,247,96.02,cool,Nov,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tavg,12,247,48.08,44.65,51.9,34.54,62.75,10238,10634,247,96.28,cool,Dec,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,1,248,58.37,55.22,61.38,48.06,70.73,10429,10661,248,97.82,cool,Jan,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,2,248,62.57,59.34,65.43,51.61,75.39,10304,10668,248,96.59,cool,Feb,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,3,248,70.79,68.25,72.93,60.11,83.08,10465,10669,248,98.09,cool,Mar,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,4,247,78.04,76.19,80.23,69.73,89.22,10401,10666,247,97.52,cool,Apr,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,5,247,84.69,83.33,86.51,78.11,94.31,10416,10655,247,97.76,shoulder,May,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,6,248,91.45,90.27,92.68,86.3,98.78,10404,10651,248,97.68,warm,Jun,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,7,248,94.76,93.39,95.95,84.87,100.26,10433,10664,248,97.83,warm,Jul,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,8,247,95.1,93.9,96.42,83.89,100.97,10443,10645,247,98.1,warm,Aug,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,9,247,89.0,87.74,90.21,79.16,95.24,10402,10639,247,97.77,warm,Sep,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,10,247,79.83,78.03,81.82,71.61,89.03,10414,10644,247,97.84,shoulder,Oct,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,11,247,68.5,65.99,71.22,58.77,79.67,10339,10621,247,97.34,cool,Nov,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmax,12,247,60.38,57.07,63.36,48.24,72.57,10366,10636,247,97.46,cool,Dec,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,1,248,33.48,29.67,38.21,19.5,51.29,10384,10661,248,97.4,cool,Jan,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,2,248,37.11,33.22,42.0,21.99,54.51,10219,10668,248,95.79,cool,Feb,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,3,248,44.92,41.18,49.26,29.77,60.41,10414,10669,248,97.61,cool,Mar,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,4,247,52.22,49.12,56.08,37.7,66.58,10341,10666,247,96.95,cool,Apr,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,5,247,61.6,59.08,64.6,47.29,72.64,10381,10655,247,97.43,shoulder,May,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,6,248,68.91,67.23,71.07,58.33,76.7,10354,10650,248,97.22,warm,Jun,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,7,248,71.96,70.08,73.35,62.68,78.35,10407,10660,248,97.63,warm,Jul,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,8,247,71.4,69.33,73.11,61.66,78.44,10414,10640,247,97.88,warm,Aug,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,9,247,64.49,62.23,67.17,53.91,74.36,10347,10635,247,97.29,warm,Sep,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,10,247,54.19,51.16,57.53,40.87,67.92,10368,10643,247,97.42,shoulder,Oct,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,11,247,43.58,39.58,47.86,28.74,60.2,10285,10620,247,96.85,cool,Nov,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
TX,Tmin,12,247,35.9,31.58,40.75,20.57,53.56,10312,10636,247,96.95,cool,Dec,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
