construct_id,construct_family,county_fips,county_name,year,annual_event_count,annual_classified_day_count,longest_event_duration_days,first_event_start_date,last_event_end_date,imputed_classified_day_count,valid_daily_observation_count,annual_classification_rate_per_1000,HWN_annual_event_count,HWF_annual_days_in_events,HWD_longest_event_duration_days
ABS_TX_A80_D3,absolute,48393,Roberts,2022,9,157,79,2022-04-10,2022-10-23,157,365,430.137,9,157,79
ABS_TX_A80_D3,absolute,48393,Roberts,2023,11,158,90,2023-04-11,2023-11-08,158,365,432.877,11,158,90
ABS_TX_A80_D3,absolute,48393,Roberts,2024,9,175,128,2024-04-13,2024-10-30,175,366,478.142,9,175,128
ABS_TX_A80_D3,absolute,48393,Roberts,2025,12,163,81,2025-03-25,2025-11-16,163,365,446.575,12,163,81
ABS_TX_A80_D3,absolute,48395,Robertson,2015,6,180,153,2015-03-31,2015-10-22,2,365,493.151,6,180,153
ABS_TX_A80_D3,absolute,48395,Robertson,2016,11,181,79,2016-03-13,2016-11-17,20,366,494.536,11,181,79
ABS_TX_A80_D3,absolute,48395,Robertson,2017,13,193,96,2017-03-17,2017-11-07,6,365,528.767,13,193,96
ABS_TX_A80_D3,absolute,48395,Robertson,2018,9,165,80,2018-04-01,2018-10-30,10,365,452.055,9,165,80
ABS_TX_A80_D3,absolute,48395,Robertson,2019,6,173,152,2019-04-08,2019-11-06,4,365,473.973,6,173,152
ABS_TX_A80_D3,absolute,48395,Robertson,2020,16,201,107,2020-03-10,2020-11-21,0,366,549.18,16,201,107
ABS_TX_A80_D3,absolute,48395,Robertson,2021,9,181,134,2021-03-10,2021-10-26,0,365,495.89,9,181,134
ABS_TX_A80_D3,absolute,48395,Robertson,2022,9,205,144,2022-03-25,2022-12-09,0,365,561.644,9,205,144
ABS_TX_A80_D3,absolute,48395,Robertson,2023,11,194,138,2023-02-20,2023-11-08,0,365,531.507,11,194,138
ABS_TX_A80_D3,absolute,48395,Robertson,2024,11,220,82,2024-02-25,2024-12-17,6,366,601.093,11,220,82
ABS_TX_A80_D3,absolute,48395,Robertson,2025,12,235,134,2025-02-02,2025-12-28,3,365,643.836,12,235,134
ABS_TX_A80_D3,absolute,48397,Rockwall,2015,7,165,126,2015-04-07,2015-10-22,165,365,452.055,7,165,126
ABS_TX_A80_D3,absolute,48397,Rockwall,2016,11,168,115,2016-04-25,2016-11-17,168,366,459.016,11,168,115
ABS_TX_A80_D3,absolute,48397,Rockwall,2017,7,168,127,2017-03-19,2017-10-21,152,365,460.274,7,168,127
ABS_TX_A80_D3,absolute,48397,Rockwall,2018,6,151,110,2018-04-28,2018-10-30,0,365,413.699,6,151,110
ABS_TX_A80_D3,absolute,48397,Rockwall,2019,8,155,117,2019-04-08,2019-10-10,0,365,424.658,8,155,117
ABS_TX_A80_D3,absolute,48397,Rockwall,2020,13,150,98,2020-03-24,2020-10-22,1,366,409.836,13,150,98
ABS_TX_A80_D3,absolute,48397,Rockwall,2021,7,146,115,2021-04-11,2021-10-26,0,365,400.0,7,146,115
ABS_TX_A80_D3,absolute,48397,Rockwall,2022,10,182,126,2022-03-26,2022-10-23,0,365,498.63,10,182,126
ABS_TX_A80_D3,absolute,48397,Rockwall,2023,7,153,92,2023-05-04,2023-11-08,8,365,419.178,7,153,92
ABS_TX_A80_D3,absolute,48397,Rockwall,2024,8,179,93,2024-03-02,2024-10-30,0,366,489.071,8,179,93
ABS_TX_A80_D3,absolute,48397,Rockwall,2025,12,179,78,2025-03-22,2025-11-19,3,365,490.411,12,179,78
ABS_TX_A80_D3,absolute,48399,Runnels,2015,10,178,106,2015-03-24,2015-10-22,0,365,487.671,10,178,106
ABS_TX_A80_D3,absolute,48399,Runnels,2016,12,172,98,2016-03-14,2016-11-18,0,366,469.945,12,172,98
ABS_TX_A80_D3,absolute,48399,Runnels,2017,11,167,93,2017-02-22,2017-11-04,0,365,457.534,11,167,93
ABS_TX_A80_D3,absolute,48399,Runnels,2018,10,158,81,2018-03-23,2018-10-31,1,365,432.877,10,158,81
ABS_TX_A80_D3,absolute,48399,Runnels,2019,8,159,117,2019-04-09,2019-10-24,1,365,435.616,8,159,117
ABS_TX_A80_D3,absolute,48399,Runnels,2020,10,171,106,2020-03-25,2020-10-23,0,366,467.213,10,171,106
ABS_TX_A80_D3,absolute,48399,Runnels,2021,9,158,44,2021-04-26,2021-12-28,0,365,432.877,9,158,44
ABS_TX_A80_D3,absolute,48399,Runnels,2022,9,181,96,2022-03-26,2022-10-25,0,365,495.89,9,181,96
ABS_TX_A80_D3,absolute,48399,Runnels,2023,12,173,98,2023-03-06,2023-11-09,0,365,473.973,12,173,98
ABS_TX_A80_D3,absolute,48399,Runnels,2024,13,204,108,2024-02-26,2024-12-17,0,366,557.377,13,204,108
ABS_TX_A80_D3,absolute,48399,Runnels,2025,14,217,113,2025-02-06,2025-12-28,0,365,594.521,14,217,113
ABS_TX_A80_D3,absolute,48401,Rusk,2015,10,163,63,2015-04-07,2015-10-22,0,365,446.575,10,163,63
ABS_TX_A80_D3,absolute,48401,Rusk,2016,10,160,72,2016-03-14,2016-11-04,0,366,437.158,10,160,72
ABS_TX_A80_D3,absolute,48401,Rusk,2017,9,175,93,2017-03-20,2017-11-06,0,365,479.452,9,175,93
ABS_TX_A80_D3,absolute,48401,Rusk,2018,5,162,128,2018-04-28,2018-10-30,0,365,443.836,5,162,128
ABS_TX_A80_D3,absolute,48401,Rusk,2019,6,161,94,2019-04-09,2019-10-11,0,365,441.096,6,161,94
ABS_TX_A80_D3,absolute,48401,Rusk,2020,13,161,99,2020-03-11,2020-11-14,0,366,439.891,13,161,99
ABS_TX_A80_D3,absolute,48401,Rusk,2021,8,152,56,2021-05-07,2021-10-26,0,365,416.438,8,152,56
ABS_TX_A80_D3,absolute,48401,Rusk,2022,9,187,128,2022-03-27,2022-11-10,0,365,512.329,9,187,128
ABS_TX_A80_D3,absolute,48401,Rusk,2023,4,158,114,2023-05-01,2023-10-22,0,365,432.877,4,158,114
ABS_TX_A80_D3,absolute,48401,Rusk,2024,7,185,69,2024-04-05,2024-10-30,0,366,505.464,7,185,69
ABS_TX_A80_D3,absolute,48401,Rusk,2025,10,203,78,2025-02-06,2025-11-21,0,365,556.164,10,203,78
ABS_TX_A80_D3,absolute,48403,Sabine,2015,10,178,125,2015-03-28,2015-12-27,1,365,487.671,10,178,125
ABS_TX_A80_D3,absolute,48403,Sabine,2016,13,190,70,2016-03-13,2016-11-18,0,366,519.126,13,190,70
ABS_TX_A80_D3,absolute,48403,Sabine,2017,16,184,41,2017-02-27,2017-11-07,0,365,504.11,16,184,41
ABS_TX_A80_D3,absolute,48403,Sabine,2018,7,176,136,2018-03-25,2018-10-31,1,365,482.192,7,176,136
ABS_TX_A80_D3,absolute,48403,Sabine,2019,9,161,66,2019-04-09,2019-10-10,0,365,441.096,9,161,66
ABS_TX_A80_D3,absolute,48403,Sabine,2020,11,167,87,2020-03-10,2020-10-23,1,366,456.284,11,167,87
ABS_TX_A80_D3,absolute,48403,Sabine,2021,14,186,106,2021-03-11,2022-01-01,0,365,509.589,14,186,106
ABS_TX_A80_D3,absolute,48403,Sabine,2022,9,197,107,2022-03-26,2022-11-09,1,365,539.726,9,197,107
ABS_TX_A80_D3,absolute,48403,Sabine,2023,11,189,114,2023-02-26,2023-11-09,1,365,517.808,11,189,114
ABS_TX_A80_D3,absolute,48403,Sabine,2024,14,197,54,2024-02-25,2024-11-19,0,366,538.251,14,197,54
ABS_TX_A80_D3,absolute,48403,Sabine,2025,12,216,143,2025-02-05,2025-11-22,0,365,591.781,12,216,143
ABS_TX_A80_D3,absolute,48405,San Augustine,2015,10,192,149,2015-04-01,2015-12-28,83,365,526.027,10,192,149
ABS_TX_A80_D3,absolute,48405,San Augustine,2016,8,177,119,2016-04-05,2016-11-19,63,366,483.607,8,177,119
ABS_TX_A80_D3,absolute,48405,San Augustine,2017,11,182,97,2017-02-11,2017-11-08,68,365,498.63,11,182,97
ABS_TX_A80_D3,absolute,48405,San Augustine,2018,12,189,129,2018-02-20,2018-11-08,12,365,517.808,12,189,129
ABS_TX_A80_D3,absolute,48405,San Augustine,2019,7,163,80,2019-04-10,2019-10-22,5,365,446.575,7,163,80
ABS_TX_A80_D3,absolute,48405,San Augustine,2020,11,169,123,2020-03-11,2020-11-15,0,366,461.749,11,169,123
ABS_TX_A80_D3,absolute,48405,San Augustine,2021,8,161,71,2021-04-12,2021-10-27,1,365,441.096,8,161,71
ABS_TX_A80_D3,absolute,48405,San Augustine,2022,10,198,128,2022-03-27,2022-12-10,0,365,542.466,10,198,128
ABS_TX_A80_D3,absolute,48405,San Augustine,2023,9,178,114,2023-03-01,2023-11-10,3,365,487.671,9,178,114
ABS_TX_A80_D3,absolute,48405,San Augustine,2024,12,190,51,2024-02-26,2024-11-01,0,366,519.126,12,190,51
ABS_TX_A80_D3,absolute,48405,San Augustine,2025,12,210,141,2025-02-05,2025-11-22,3,365,575.342,12,210,141
ABS_TX_A80_D3,absolute,48407,San Jacinto,2015,6,187,154,2015-03-29,2015-10-23,187,365,512.329,6,187,154
ABS_TX_A80_D3,absolute,48407,San Jacinto,2016,7,190,139,2016-03-14,2016-11-04,190,366,519.126,7,190,139
ABS_TX_A80_D3,absolute,48407,San Jacinto,2017,11,190,95,2017-03-18,2017-11-07,190,365,520.548,11,190,95
ABS_TX_A80_D3,absolute,48407,San Jacinto,2018,7,175,136,2018-03-17,2018-10-30,175,365,479.452,7,175,136
ABS_TX_A80_D3,absolute,48407,San Jacinto,2019,5,169,151,2019-04-09,2019-10-21,169,365,463.014,5,169,151
ABS_TX_A80_D3,absolute,48407,San Jacinto,2020,9,195,133,2020-03-11,2020-11-14,195,366,532.787,9,195,133
ABS_TX_A80_D3,absolute,48407,San Jacinto,2021,6,180,145,2021-04-06,2021-10-27,180,365,493.151,6,180,145
ABS_TX_A80_D3,absolute,48407,San Jacinto,2022,8,202,146,2022-03-26,2022-11-10,202,365,553.425,8,202,146
ABS_TX_A80_D3,absolute,48407,San Jacinto,2023,9,189,138,2023-02-27,2023-11-09,189,365,517.808,9,189,138
ABS_TX_A80_D3,absolute,48407,San Jacinto,2024,7,201,156,2024-03-04,2024-10-31,201,366,549.18,7,201,156
ABS_TX_A80_D3,absolute,48407,San Jacinto,2025,10,224,167,2025-02-06,2025-11-21,224,365,613.699,10,224,167
ABS_TX_A80_D3,absolute,48409,San Patricio,2015,7,198,161,2015-04-02,2015-11-06,0,365,542.466,7,198,161
ABS_TX_A80_D3,absolute,48409,San Patricio,2016,10,212,140,2016-03-14,2016-11-19,0,366,579.235,10,212,140
ABS_TX_A80_D3,absolute,48409,San Patricio,2017,13,236,125,2017-02-12,2017-11-19,1,365,646.575,13,236,125
ABS_TX_A80_D3,absolute,48409,San Patricio,2018,9,196,137,2018-03-19,2018-11-08,0,365,536.986,9,196,137
ABS_TX_A80_D3,absolute,48409,San Patricio,2019,10,193,151,2019-04-05,2019-11-22,0,365,528.767,10,193,151
ABS_TX_A80_D3,absolute,48409,San Patricio,2020,9,208,100,2020-03-11,2020-11-23,38,366,568.306,9,208,100
ABS_TX_A80_D3,absolute,48409,San Patricio,2021,14,214,85,2021-03-11,2021-12-19,8,365,586.301,14,214,85
ABS_TX_A80_D3,absolute,48409,San Patricio,2022,8,224,130,2022-03-16,2022-12-11,46,365,613.699,8,224,130
ABS_TX_A80_D3,absolute,48409,San Patricio,2023,13,218,146,2023-02-21,2023-11-10,11,365,597.26,13,218,146
ABS_TX_A80_D3,absolute,48409,San Patricio,2024,10,238,151,2024-02-23,2024-12-31,0,366,650.273,10,238,151
ABS_TX_A80_D3,absolute,48409,San Patricio,2025,8,261,205,2025-02-05,2025-12-29,7,365,715.068,8,261,205
ABS_TX_A80_D3,absolute,48411,San Saba,2015,5,178,151,2015-03-28,2015-10-23,0,365,487.671,5,178,151
ABS_TX_A80_D3,absolute,48411,San Saba,2016,15,173,73,2016-03-14,2016-11-17,0,366,472.678,15,173,73
ABS_TX_A80_D3,absolute,48411,San Saba,2017,14,185,94,2017-03-18,2017-11-06,0,365,506.849,14,185,94
ABS_TX_A80_D3,absolute,48411,San Saba,2018,7,158,126,2018-03-17,2018-10-30,0,365,432.877,7,158,126
ABS_TX_A80_D3,absolute,48411,San Saba,2019,5,159,122,2019-04-09,2019-10-21,0,365,435.616,5,159,122
ABS_TX_A80_D3,absolute,48411,San Saba,2020,8,175,120,2020-03-25,2020-10-23,0,366,478.142,8,175,120
ABS_TX_A80_D3,absolute,48411,San Saba,2021,8,173,133,2021-04-06,2021-12-26,0,365,473.973,8,173,133
ABS_TX_A80_D3,absolute,48411,San Saba,2022,7,204,172,2022-03-25,2022-11-08,0,365,558.904,7,204,172
ABS_TX_A80_D3,absolute,48411,San Saba,2023,9,173,123,2023-03-31,2023-10-27,0,365,473.973,9,173,123
ABS_TX_A80_D3,absolute,48411,San Saba,2024,9,199,114,2024-02-25,2024-10-31,0,366,543.716,9,199,114
ABS_TX_A80_D3,absolute,48411,San Saba,2025,13,221,56,2025-02-06,2025-12-29,0,365,605.479,13,221,56
ABS_TX_A80_D3,absolute,48413,Schleicher,2015,10,178,130,2015-03-24,2015-10-19,4,365,487.671,10,178,130
ABS_TX_A80_D3,absolute,48413,Schleicher,2016,10,156,75,2016-04-25,2016-11-03,0,366,426.23,10,156,75
ABS_TX_A80_D3,absolute,48413,Schleicher,2017,13,171,86,2017-03-18,2017-11-07,0,365,468.493,13,171,86
ABS_TX_A80_D3,absolute,48413,Schleicher,2018,10,148,80,2018-03-17,2018-10-07,1,365,405.479,10,148,80
ABS_TX_A80_D3,absolute,48413,Schleicher,2019,5,153,117,2019-04-08,2019-10-21,0,365,419.178,5,153,117
ABS_TX_A80_D3,absolute,48413,Schleicher,2020,10,177,106,2020-03-25,2020-10-23,0,366,483.607,10,177,106
ABS_TX_A80_D3,absolute,48413,Schleicher,2021,10,162,73,2021-04-07,2021-10-27,0,365,443.836,10,162,73
ABS_TX_A80_D3,absolute,48413,Schleicher,2022,10,185,87,2022-03-26,2022-10-25,0,365,506.849,10,185,87
ABS_TX_A80_D3,absolute,48413,Schleicher,2023,12,179,113,2023-03-06,2023-11-09,0,365,490.411,12,179,113
ABS_TX_A80_D3,absolute,48413,Schleicher,2024,14,192,66,2024-02-26,2024-11-04,0,366,524.59,14,192,66
ABS_TX_A80_D3,absolute,48413,Schleicher,2025,14,197,64,2025-02-04,2025-11-18,5,365,539.726,14,197,64
ABS_TX_A80_D3,absolute,48415,Scurry,2015,11,160,43,2015-03-28,2015-10-16,0,365,438.356,11,160,43
ABS_TX_A80_D3,absolute,48415,Scurry,2016,8,160,113,2016-04-24,2016-11-01,0,366,437.158,8,160,113
ABS_TX_A80_D3,absolute,48415,Scurry,2017,10,163,69,2017-03-17,2017-10-15,2,365,446.575,10,163,69
ABS_TX_A80_D3,absolute,48415,Scurry,2018,8,153,83,2018-03-22,2018-10-06,0,365,419.178,8,153,83
ABS_TX_A80_D3,absolute,48415,Scurry,2019,7,160,119,2019-04-08,2019-10-21,2,365,438.356,7,160,119
ABS_TX_A80_D3,absolute,48415,Scurry,2020,10,165,105,2020-03-25,2020-10-15,0,366,450.82,10,165,105
ABS_TX_A80_D3,absolute,48415,Scurry,2021,10,169,85,2021-04-06,2021-10-27,0,365,463.014,10,169,85
ABS_TX_A80_D3,absolute,48415,Scurry,2022,10,170,79,2022-03-26,2022-10-23,0,365,465.753,10,170,79
ABS_TX_A80_D3,absolute,48415,Scurry,2023,12,165,98,2023-04-02,2023-11-08,0,365,452.055,12,165,98
ABS_TX_A80_D3,absolute,48415,Scurry,2024,12,190,108,2024-02-25,2024-10-30,0,366,519.126,12,190,108
ABS_TX_A80_D3,absolute,48415,Scurry,2025,16,191,64,2025-02-06,2025-11-15,0,365,523.288,16,191,64
ABS_TX_A80_D3,absolute,48417,Shackelford,2015,10,165,89,2015-03-24,2015-10-22,0,365,452.055,10,165,89
ABS_TX_A80_D3,absolute,48417,Shackelford,2016,9,154,75,2016-05-05,2016-11-03,0,366,420.765,9,154,75
ABS_TX_A80_D3,absolute,48417,Shackelford,2017,11,161,58,2017-03-17,2017-10-22,0,365,441.096,11,161,58
ABS_TX_A80_D3,absolute,48417,Shackelford,2018,7,161,100,2018-03-24,2018-10-31,0,365,441.096,7,161,100
ABS_TX_A80_D3,absolute,48417,Shackelford,2019,10,155,75,2019-04-09,2019-10-11,1,365,424.658,10,155,75
ABS_TX_A80_D3,absolute,48417,Shackelford,2020,10,166,115,2020-03-25,2020-10-23,0,366,453.552,10,166,115
ABS_TX_A80_D3,absolute,48417,Shackelford,2021,7,156,121,2021-04-26,2021-12-27,0,365,427.397,7,156,121
ABS_TX_A80_D3,absolute,48417,Shackelford,2022,8,173,126,2022-03-26,2022-10-24,0,365,473.973,8,173,126
ABS_TX_A80_D3,absolute,48417,Shackelford,2023,14,170,72,2023-04-03,2023-11-09,0,365,465.753,14,170,72
ABS_TX_A80_D3,absolute,48417,Shackelford,2024,13,193,108,2024-02-26,2024-10-31,0,366,527.322,13,193,108
ABS_TX_A80_D3,absolute,48417,Shackelford,2025,14,198,93,2025-03-12,2025-12-28,0,365,542.466,14,198,93
ABS_TX_A80_D3,absolute,48419,Shelby,2015,8,172,92,2015-04-01,2015-10-23,0,365,471.233,8,172,92
ABS_TX_A80_D3,absolute,48419,Shelby,2016,10,181,131,2016-03-15,2016-11-18,0,366,494.536,10,181,131
ABS_TX_A80_D3,absolute,48419,Shelby,2017,13,189,69,2017-03-18,2017-11-08,0,365,517.808,13,189,69
ABS_TX_A80_D3,absolute,48419,Shelby,2018,7,170,128,2018-03-26,2018-11-01,0,365,465.753,7,170,128
ABS_TX_A80_D3,absolute,48419,Shelby,2019,7,163,66,2019-04-10,2019-10-11,0,365,446.575,7,163,66
ABS_TX_A80_D3,absolute,48419,Shelby,2020,9,166,131,2020-03-25,2020-10-23,166,366,453.552,9,166,131
ABS_TX_A80_D3,absolute,48419,Shelby,2021,5,168,147,2021-04-06,2021-10-27,168,365,460.274,5,168,147
ABS_TX_A80_D3,absolute,48419,Shelby,2022,8,192,144,2022-03-26,2022-11-10,192,365,526.027,8,192,144
ABS_TX_A80_D3,absolute,48419,Shelby,2023,6,171,114,2023-04-01,2023-10-29,171,365,468.493,6,171,114
ABS_TX_A80_D3,absolute,48419,Shelby,2024,7,195,152,2024-04-05,2024-10-31,195,366,532.787,7,195,152
ABS_TX_A80_D3,absolute,48419,Shelby,2025,9,211,165,2025-02-06,2025-11-21,211,365,578.082,9,211,165
ABS_TX_A80_D3,absolute,48421,Sherman,2015,10,121,42,2015-04-05,2015-10-15,0,365,331.507,10,121,42
ABS_TX_A80_D3,absolute,48421,Sherman,2016,11,141,78,2016-04-23,2016-10-29,0,366,385.246,11,141,78
ABS_TX_A80_D3,absolute,48421,Sherman,2017,13,127,42,2017-03-18,2017-10-14,1,365,347.945,13,127,42
ABS_TX_A80_D3,absolute,48421,Sherman,2018,8,149,73,2018-04-11,2018-10-03,1,365,408.219,8,149,73
ABS_TX_A80_D3,absolute,48421,Sherman,2019,4,125,111,2019-04-08,2019-10-01,67,365,342.466,4,125,111
ABS_TX_A80_D3,absolute,48421,Sherman,2020,6,149,90,2020-04-27,2020-10-12,149,366,407.104,6,149,90
ABS_TX_A80_D3,absolute,48421,Sherman,2021,10,150,84,2021-04-05,2021-10-27,150,365,410.959,10,150,84
ABS_TX_A80_D3,absolute,48421,Sherman,2022,10,158,79,2022-03-27,2022-10-23,158,365,432.877,10,158,79
ABS_TX_A80_D3,absolute,48421,Sherman,2023,10,153,90,2023-04-11,2023-11-08,153,365,419.178,10,153,90
ABS_TX_A80_D3,absolute,48421,Sherman,2024,8,172,128,2024-04-13,2024-10-30,172,366,469.945,8,172,128
ABS_TX_A80_D3,absolute,48421,Sherman,2025,12,160,80,2025-03-25,2025-11-16,160,365,438.356,12,160,80
ABS_TX_A80_D3,absolute,48423,Smith,2015,8,173,87,2015-03-31,2015-10-22,0,365,473.973,8,173,87
ABS_TX_A80_D3,absolute,48423,Smith,2016,12,174,72,2016-03-14,2016-11-02,0,366,475.41,12,174,72
ABS_TX_A80_D3,absolute,48423,Smith,2017,12,185,93,2017-03-19,2017-11-06,0,365,506.849,12,185,93
ABS_TX_A80_D3,absolute,48423,Smith,2018,6,160,127,2018-04-28,2018-10-30,0,365,438.356,6,160,127
ABS_TX_A80_D3,absolute,48423,Smith,2019,6,160,94,2019-04-08,2019-10-06,0,365,438.356,6,160,94
ABS_TX_A80_D3,absolute,48423,Smith,2020,14,156,98,2020-03-10,2020-10-22,0,366,426.23,14,156,98
ABS_TX_A80_D3,absolute,48423,Smith,2021,6,153,118,2021-04-11,2021-10-26,0,365,419.178,6,153,118
ABS_TX_A80_D3,absolute,48423,Smith,2022,9,184,89,2022-03-26,2022-10-24,0,365,504.11,9,184,89
ABS_TX_A80_D3,absolute,48423,Smith,2023,7,161,114,2023-04-02,2023-10-22,0,365,441.096,7,161,114
ABS_TX_A80_D3,absolute,48423,Smith,2024,5,188,154,2024-03-04,2024-10-31,0,366,513.661,5,188,154
ABS_TX_A80_D3,absolute,48423,Smith,2025,12,201,78,2025-02-06,2025-11-20,0,365,550.685,12,201,78
ABS_TX_A80_D3,absolute,48425,Somervell,2015,8,170,64,2015-03-29,2015-10-22,83,365,465.753,8,170,64
ABS_TX_A80_D3,absolute,48425,Somervell,2016,10,163,73,2016-03-14,2016-11-03,49,366,445.355,10,163,73
ABS_TX_A80_D3,absolute,48425,Somervell,2017,13,174,83,2017-03-18,2017-10-22,69,365,476.712,13,174,83
ABS_TX_A80_D3,absolute,48425,Somervell,2018,7,149,107,2018-03-25,2018-10-07,142,365,408.219,7,149,107
ABS_TX_A80_D3,absolute,48425,Somervell,2019,6,158,76,2019-04-09,2019-10-11,3,365,432.877,6,158,76
ABS_TX_A80_D3,absolute,48425,Somervell,2020,10,166,105,2020-03-25,2020-10-23,10,366,453.552,10,166,105
ABS_TX_A80_D3,absolute,48425,Somervell,2021,8,150,89,2021-05-07,2021-12-26,20,365,410.959,8,150,89
ABS_TX_A80_D3,absolute,48425,Somervell,2022,10,188,88,2022-03-26,2022-10-24,16,365,515.068,10,188,88
ABS_TX_A80_D3,absolute,48425,Somervell,2023,8,162,115,2023-02-21,2023-11-09,0,365,443.836,8,162,115
ABS_TX_A80_D3,absolute,48425,Somervell,2024,10,182,109,2024-02-21,2024-10-31,13,366,497.268,10,182,109
ABS_TX_A80_D3,absolute,48425,Somervell,2025,12,206,143,2025-02-07,2025-12-29,13,365,564.384,12,206,143
ABS_TX_A80_D3,absolute,48427,Starr,2015,10,257,196,2015-01-27,2015-12-27,0,365,704.11,10,257,196
ABS_TX_A80_D3,absolute,48427,Starr,2016,10,288,147,2016-01-30,2016-12-29,0,366,786.885,10,288,147
ABS_TX_A80_D3,absolute,48427,Starr,2017,11,303,210,2017-01-10,2017-12-22,0,365,830.137,11,303,210
ABS_TX_A80_D3,absolute,48427,Starr,2018,10,250,168,2018-02-15,2018-12-27,48,365,684.932,10,250,168
ABS_TX_A80_D3,absolute,48427,Starr,2019,16,266,153,2019-01-05,2019-12-16,0,365,728.767,16,266,153
ABS_TX_A80_D3,absolute,48427,Starr,2020,18,284,100,2020-01-12,2020-12-30,0,366,775.956,18,284,100
ABS_TX_A80_D3,absolute,48427,Starr,2021,15,284,174,2021-01-24,2022-01-02,0,365,778.082,15,284,174
ABS_TX_A80_D3,absolute,48427,Starr,2022,7,261,219,2022-02-21,2023-01-09,0,365,715.068,7,261,219
ABS_TX_A80_D3,absolute,48427,Starr,2023,12,263,165,2023-01-16,2023-11-20,0,365,720.548,12,263,165
ABS_TX_A80_D3,absolute,48427,Starr,2024,12,289,200,2024-02-02,2025-01-02,10,366,789.617,12,289,200
ABS_TX_A80_D3,absolute,48427,Starr,2025,8,301,243,2025-01-04,2025-12-29,16,365,824.658,8,301,243
ABS_TX_A80_D3,absolute,48429,Stephens,2015,9,164,80,2015-03-24,2015-10-22,37,365,449.315,9,164,80
ABS_TX_A80_D3,absolute,48429,Stephens,2016,10,158,75,2016-04-11,2016-11-03,4,366,431.694,10,158,75
ABS_TX_A80_D3,absolute,48429,Stephens,2017,12,167,56,2017-03-17,2017-10-20,0,365,457.534,12,167,56
ABS_TX_A80_D3,absolute,48429,Stephens,2018,8,164,97,2018-03-23,2018-10-31,1,365,449.315,8,164,97
ABS_TX_A80_D3,absolute,48429,Stephens,2019,8,157,76,2019-04-09,2019-10-21,1,365,430.137,8,157,76
ABS_TX_A80_D3,absolute,48429,Stephens,2020,13,165,99,2020-03-25,2020-10-23,0,366,450.82,13,165,99
ABS_TX_A80_D3,absolute,48429,Stephens,2021,9,167,135,2021-04-26,2021-12-28,0,365,457.534,9,167,135
ABS_TX_A80_D3,absolute,48429,Stephens,2022,8,185,136,2022-03-26,2022-10-24,0,365,506.849,8,185,136
ABS_TX_A80_D3,absolute,48429,Stephens,2023,11,177,107,2023-03-22,2023-11-09,0,365,484.932,11,177,107
ABS_TX_A80_D3,absolute,48429,Stephens,2024,11,183,92,2024-04-05,2024-10-30,2,366,500.0,11,183,92
ABS_TX_A80_D3,absolute,48429,Stephens,2025,14,223,145,2025-02-05,2025-12-28,3,365,610.959,14,223,145
ABS_TX_A80_D3,absolute,48431,Sterling,2015,13,176,73,2015-03-24,2015-10-19,1,365,482.192,13,176,73
ABS_TX_A80_D3,absolute,48431,Sterling,2016,13,164,54,2016-04-25,2016-11-19,0,366,448.087,13,164,54
ABS_TX_A80_D3,absolute,48431,Sterling,2017,15,196,73,2017-01-12,2017-11-07,6,365,536.986,15,196,73
ABS_TX_A80_D3,absolute,48431,Sterling,2018,8,165,125,2018-03-23,2018-10-30,165,365,452.055,8,165,125
ABS_TX_A80_D3,absolute,48431,Sterling,2019,7,168,121,2019-02-15,2019-10-21,165,365,460.274,7,168,121
ABS_TX_A80_D3,absolute,48431,Sterling,2020,8,180,106,2020-03-25,2020-10-23,180,366,491.803,8,180,106
ABS_TX_A80_D3,absolute,48431,Sterling,2021,8,176,133,2021-04-06,2021-12-27,176,365,482.192,8,176,133
ABS_TX_A80_D3,absolute,48431,Sterling,2022,8,193,135,2022-03-26,2022-10-24,193,365,528.767,8,193,135
ABS_TX_A80_D3,absolute,48431,Sterling,2023,10,181,114,2023-04-02,2023-11-08,181,365,495.89,10,181,114
ABS_TX_A80_D3,absolute,48431,Sterling,2024,9,196,108,2024-02-25,2024-10-31,196,366,535.519,9,196,108
ABS_TX_A80_D3,absolute,48431,Sterling,2025,8,217,166,2025-02-06,2025-11-18,217,365,594.521,8,217,166
ABS_TX_A80_D3,absolute,48433,Stonewall,2015,13,170,86,2015-03-24,2015-10-22,0,365,465.753,13,170,86
ABS_TX_A80_D3,absolute,48433,Stonewall,2016,11,172,75,2016-02-19,2016-11-03,0,366,469.945,11,172,75
ABS_TX_A80_D3,absolute,48433,Stonewall,2017,12,173,59,2017-02-22,2017-10-22,0,365,473.973,12,173,59
ABS_TX_A80_D3,absolute,48433,Stonewall,2018,8,158,106,2018-03-23,2018-10-06,0,365,432.877,8,158,106
ABS_TX_A80_D3,absolute,48433,Stonewall,2019,10,158,118,2019-03-28,2019-10-16,0,365,432.877,10,158,118
ABS_TX_A80_D3,absolute,48433,Stonewall,2020,11,161,106,2020-03-11,2020-10-23,0,366,439.891,11,161,106
ABS_TX_A80_D3,absolute,48433,Stonewall,2021,8,161,120,2021-04-06,2021-10-27,0,365,441.096,8,161,120
ABS_TX_A80_D3,absolute,48433,Stonewall,2022,11,178,87,2022-03-04,2022-11-11,0,365,487.671,11,178,87
ABS_TX_A80_D3,absolute,48433,Stonewall,2023,14,178,91,2023-03-22,2023-11-09,0,365,487.671,14,178,91
