sample,state,variable,county_fips,county_name,period,county_period_value_f,annual_observations_used,first_year_used,last_year_used,mean_contributing_stations,county_period_statistic
consistent_county,TX,Tavg,48023,Baylor,2010-2019,65.45,10,2010,2019,1.982,mean
consistent_county,TX,Tavg,48023,Baylor,2020-2025,66.094,6,2020,2025,1.994,mean
consistent_county,TX,Tavg,48029,Bexar,1980-1989,68.815,10,1980,1989,1.158,mean
consistent_county,TX,Tavg,48029,Bexar,1990-1999,69.503,10,1990,1999,2.365,mean
consistent_county,TX,Tavg,48029,Bexar,2000-2009,69.929,10,2000,2009,3.892,mean
consistent_county,TX,Tavg,48029,Bexar,2010-2019,70.661,10,2010,2019,3.365,mean
consistent_county,TX,Tavg,48029,Bexar,2020-2025,71.008,6,2020,2025,5.513,mean
consistent_county,TX,Tavg,48037,Bowie,1980-1989,63.229,10,1980,1989,1.766,mean
consistent_county,TX,Tavg,48037,Bowie,1990-1999,64.358,10,1990,1999,1.937,mean
consistent_county,TX,Tavg,48037,Bowie,2000-2009,63.96,10,2000,2009,2.182,mean
consistent_county,TX,Tavg,48037,Bowie,2010-2019,64.39,10,2010,2019,2.649,mean
consistent_county,TX,Tavg,48037,Bowie,2020-2025,65.335,6,2020,2025,1.982,mean
consistent_county,TX,Tavg,48039,Brazoria,1980-1989,68.805,10,1980,1989,3.185,mean
consistent_county,TX,Tavg,48039,Brazoria,1990-1999,70.0,10,1990,1999,3.351,mean
consistent_county,TX,Tavg,48039,Brazoria,2000-2009,70.189,10,2000,2009,6.23,mean
consistent_county,TX,Tavg,48039,Brazoria,2010-2019,71.153,10,2010,2019,5.245,mean
consistent_county,TX,Tavg,48039,Brazoria,2020-2025,72.029,6,2020,2025,4.895,mean
consistent_county,TX,Tavg,48041,Brazos,1980-1989,68.107,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48041,Brazos,1990-1999,68.922,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48041,Brazos,2000-2009,69.249,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48041,Brazos,2010-2019,69.987,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48041,Brazos,2020-2025,71.544,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48043,Brewster,1980-1989,66.355,10,1980,1989,7.875,mean
consistent_county,TX,Tavg,48043,Brewster,1990-1999,67.448,10,1990,1999,9.304,mean
consistent_county,TX,Tavg,48043,Brewster,2000-2009,67.536,10,2000,2009,11.129,mean
consistent_county,TX,Tavg,48043,Brewster,2010-2019,67.296,10,2010,2019,14.163,mean
consistent_county,TX,Tavg,48043,Brewster,2020-2025,68.89,6,2020,2025,11.788,mean
consistent_county,TX,Tavg,48045,Briscoe,1980-1989,56.954,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48045,Briscoe,1990-1999,57.562,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48045,Briscoe,2000-2009,57.932,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48045,Briscoe,2010-2019,59.135,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48045,Briscoe,2020-2025,60.399,6,2020,2025,1.326,mean
consistent_county,TX,Tavg,48053,Burnet,1980-1989,65.201,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48053,Burnet,1990-1999,65.693,8,1990,1999,1.39,mean
consistent_county,TX,Tavg,48053,Burnet,2000-2009,66.841,10,2000,2009,1.973,mean
consistent_county,TX,Tavg,48053,Burnet,2010-2019,67.262,10,2010,2019,2.976,mean
consistent_county,TX,Tavg,48053,Burnet,2020-2025,68.489,6,2020,2025,2.966,mean
consistent_county,TX,Tavg,48055,Caldwell,1980-1989,68.205,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48055,Caldwell,1990-1999,68.394,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48055,Caldwell,2000-2009,68.037,9,2001,2009,1.0,mean
consistent_county,TX,Tavg,48055,Caldwell,2010-2019,68.725,10,2010,2019,1.221,mean
consistent_county,TX,Tavg,48055,Caldwell,2020-2025,71.172,6,2020,2025,1.962,mean
consistent_county,TX,Tavg,48059,Callahan,1980-1989,65.503,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48059,Callahan,1990-1999,65.759,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48059,Callahan,2000-2009,64.669,10,2000,2009,1.833,mean
consistent_county,TX,Tavg,48059,Callahan,2010-2019,65.322,10,2010,2019,1.993,mean
consistent_county,TX,Tavg,48059,Callahan,2020-2025,66.088,6,2020,2025,1.854,mean
consistent_county,TX,Tavg,48061,Cameron,1980-1989,73.498,10,1980,1989,2.854,mean
consistent_county,TX,Tavg,48061,Cameron,1990-1999,74.092,10,1990,1999,4.056,mean
consistent_county,TX,Tavg,48061,Cameron,2000-2009,74.852,10,2000,2009,6.57,mean
consistent_county,TX,Tavg,48061,Cameron,2010-2019,75.128,10,2010,2019,5.859,mean
consistent_county,TX,Tavg,48061,Cameron,2020-2025,75.876,6,2020,2025,6.555,mean
consistent_county,TX,Tavg,48073,Cherokee,1980-1989,65.61,10,1980,1989,1.779,mean
consistent_county,TX,Tavg,48073,Cherokee,1990-1999,65.698,10,1990,1999,1.84,mean
consistent_county,TX,Tavg,48073,Cherokee,2000-2009,66.017,10,2000,2009,1.786,mean
consistent_county,TX,Tavg,48073,Cherokee,2010-2019,66.06,10,2010,2019,1.821,mean
consistent_county,TX,Tavg,48073,Cherokee,2020-2025,66.509,6,2020,2025,1.89,mean
consistent_county,TX,Tavg,48075,Childress,1980-1989,61.057,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48075,Childress,1990-1999,62.207,10,1990,1999,1.214,mean
consistent_county,TX,Tavg,48075,Childress,2000-2009,62.335,10,2000,2009,1.991,mean
consistent_county,TX,Tavg,48075,Childress,2010-2019,62.99,10,2010,2019,1.999,mean
consistent_county,TX,Tavg,48075,Childress,2020-2025,64.159,6,2020,2025,2.0,mean
consistent_county,TX,Tavg,48079,Cochran,1980-1989,57.562,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48079,Cochran,1990-1999,59.11,9,1990,1999,1.0,mean
consistent_county,TX,Tavg,48079,Cochran,2000-2009,59.966,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48079,Cochran,2010-2019,59.728,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48079,Cochran,2020-2025,60.58,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48081,Coke,1980-1989,64.797,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48081,Coke,1990-1999,64.807,9,1990,1998,1.0,mean
consistent_county,TX,Tavg,48081,Coke,2000-2009,64.844,8,2000,2009,1.292,mean
consistent_county,TX,Tavg,48081,Coke,2010-2019,64.548,10,2010,2019,1.614,mean
consistent_county,TX,Tavg,48081,Coke,2020-2025,65.254,6,2020,2025,1.053,mean
consistent_county,TX,Tavg,48083,Coleman,1980-1989,64.258,10,1980,1989,1.963,mean
consistent_county,TX,Tavg,48083,Coleman,1990-1999,64.06,10,1990,1999,1.985,mean
consistent_county,TX,Tavg,48083,Coleman,2000-2009,65.067,10,2000,2009,2.621,mean
consistent_county,TX,Tavg,48083,Coleman,2010-2019,66.31,10,2010,2019,2.593,mean
consistent_county,TX,Tavg,48083,Coleman,2020-2025,67.162,6,2020,2025,2.816,mean
consistent_county,TX,Tavg,48085,Collin,1980-1989,64.46,10,1980,1989,1.98,mean
consistent_county,TX,Tavg,48085,Collin,1990-1999,64.85,10,1990,1999,2.061,mean
consistent_county,TX,Tavg,48085,Collin,2000-2009,64.74,10,2000,2009,2.844,mean
consistent_county,TX,Tavg,48085,Collin,2010-2019,65.617,10,2010,2019,2.606,mean
consistent_county,TX,Tavg,48085,Collin,2020-2025,66.782,6,2020,2025,2.328,mean
consistent_county,TX,Tavg,48089,Colorado,1980-1989,67.982,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48089,Colorado,1990-1999,67.84,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48089,Colorado,2000-2009,68.67,10,2000,2009,1.723,mean
consistent_county,TX,Tavg,48089,Colorado,2010-2019,69.999,10,2010,2019,2.653,mean
consistent_county,TX,Tavg,48089,Colorado,2020-2025,71.383,6,2020,2025,2.246,mean
consistent_county,TX,Tavg,48095,Concho,1980-1989,65.788,10,1980,1989,1.566,mean
consistent_county,TX,Tavg,48095,Concho,1990-1999,66.426,10,1990,1999,1.158,mean
consistent_county,TX,Tavg,48095,Concho,2000-2009,65.305,10,2000,2009,2.234,mean
consistent_county,TX,Tavg,48095,Concho,2010-2019,65.085,10,2010,2019,2.24,mean
consistent_county,TX,Tavg,48095,Concho,2020-2025,66.253,6,2020,2025,2.101,mean
consistent_county,TX,Tavg,48097,Cooke,1980-1989,62.7,8,1980,1989,1.03,mean
consistent_county,TX,Tavg,48097,Cooke,1990-1999,63.318,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48097,Cooke,2000-2009,63.564,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48097,Cooke,2010-2019,63.746,10,2010,2019,1.801,mean
consistent_county,TX,Tavg,48097,Cooke,2020-2025,64.41,6,2020,2025,1.738,mean
consistent_county,TX,Tavg,48099,Coryell,1980-1989,65.427,10,1980,1989,1.901,mean
consistent_county,TX,Tavg,48099,Coryell,1990-1999,65.674,10,1990,1999,1.942,mean
consistent_county,TX,Tavg,48099,Coryell,2000-2009,65.68,8,2000,2008,1.833,mean
consistent_county,TX,Tavg,48099,Coryell,2010-2019,67.481,8,2011,2019,1.66,mean
consistent_county,TX,Tavg,48099,Coryell,2020-2025,68.287,6,2020,2025,1.207,mean
consistent_county,TX,Tavg,48101,Cottle,1980-1989,61.454,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48101,Cottle,1990-1999,62.126,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48101,Cottle,2000-2009,63.154,9,2001,2009,1.586,mean
consistent_county,TX,Tavg,48101,Cottle,2010-2019,63.689,10,2010,2019,1.996,mean
consistent_county,TX,Tavg,48101,Cottle,2020-2025,64.4,6,2020,2025,1.63,mean
consistent_county,TX,Tavg,48105,Crockett,1980-1989,63.882,8,1980,1989,1.0,mean
consistent_county,TX,Tavg,48105,Crockett,1990-1999,64.452,9,1990,1999,1.694,mean
consistent_county,TX,Tavg,48105,Crockett,2000-2009,64.687,10,2000,2009,2.885,mean
consistent_county,TX,Tavg,48105,Crockett,2010-2019,65.188,10,2010,2019,3.014,mean
consistent_county,TX,Tavg,48105,Crockett,2020-2025,66.66,6,2020,2025,1.148,mean
consistent_county,TX,Tavg,48107,Crosby,1980-1989,59.229,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48107,Crosby,1990-1999,60.342,10,1990,1999,1.225,mean
consistent_county,TX,Tavg,48107,Crosby,2000-2009,61.594,10,2000,2009,1.994,mean
consistent_county,TX,Tavg,48107,Crosby,2010-2019,61.862,10,2010,2019,2.0,mean
consistent_county,TX,Tavg,48107,Crosby,2020-2025,62.898,6,2020,2025,2.0,mean
consistent_county,TX,Tavg,48113,Dallas,1980-1989,66.125,10,1980,1989,3.074,mean
consistent_county,TX,Tavg,48113,Dallas,1990-1999,66.475,10,1990,1999,3.813,mean
consistent_county,TX,Tavg,48113,Dallas,2000-2009,66.618,10,2000,2009,3.625,mean
consistent_county,TX,Tavg,48113,Dallas,2010-2019,67.758,10,2010,2019,3.646,mean
consistent_county,TX,Tavg,48113,Dallas,2020-2025,68.212,6,2020,2025,5.057,mean
consistent_county,TX,Tavg,48121,Denton,1980-1989,64.233,10,1980,1989,2.282,mean
consistent_county,TX,Tavg,48121,Denton,1990-1999,64.575,10,1990,1999,3.374,mean
consistent_county,TX,Tavg,48121,Denton,2000-2009,65.528,10,2000,2009,4.289,mean
consistent_county,TX,Tavg,48121,Denton,2010-2019,65.873,10,2010,2019,3.989,mean
consistent_county,TX,Tavg,48121,Denton,2020-2025,67.037,6,2020,2025,3.987,mean
consistent_county,TX,Tavg,48123,DeWitt,1980-1989,69.207,10,1980,1989,1.911,mean
consistent_county,TX,Tavg,48123,DeWitt,1990-1999,69.896,10,1990,1999,1.934,mean
consistent_county,TX,Tavg,48123,DeWitt,2000-2009,69.718,8,2000,2009,1.832,mean
consistent_county,TX,Tavg,48123,DeWitt,2010-2019,70.361,10,2010,2019,1.97,mean
consistent_county,TX,Tavg,48123,DeWitt,2020-2025,72.425,6,2020,2025,1.626,mean
consistent_county,TX,Tavg,48127,Dimmit,1980-1989,71.786,9,1980,1989,1.878,mean
consistent_county,TX,Tavg,48127,Dimmit,1990-1999,72.363,8,1990,1999,1.814,mean
consistent_county,TX,Tavg,48127,Dimmit,2000-2009,71.356,9,2000,2009,1.18,mean
consistent_county,TX,Tavg,48127,Dimmit,2010-2019,70.975,9,2011,2019,1.135,mean
consistent_county,TX,Tavg,48127,Dimmit,2020-2025,73.379,5,2021,2025,1.826,mean
consistent_county,TX,Tavg,48131,Duval,1980-1989,72.033,8,1980,1989,1.706,mean
consistent_county,TX,Tavg,48131,Duval,1990-1999,72.701,8,1990,1999,2.155,mean
consistent_county,TX,Tavg,48131,Duval,2000-2009,72.452,9,2000,2009,1.801,mean
consistent_county,TX,Tavg,48131,Duval,2010-2019,72.706,10,2010,2019,1.773,mean
consistent_county,TX,Tavg,48131,Duval,2020-2025,74.055,6,2020,2025,1.386,mean
consistent_county,TX,Tavg,48135,Ector,1980-1989,63.934,10,1980,1989,1.016,mean
consistent_county,TX,Tavg,48135,Ector,1990-1999,64.733,10,1990,1999,1.123,mean
consistent_county,TX,Tavg,48135,Ector,2000-2009,65.279,10,2000,2009,3.431,mean
consistent_county,TX,Tavg,48135,Ector,2010-2019,65.562,10,2010,2019,3.271,mean
consistent_county,TX,Tavg,48135,Ector,2020-2025,66.592,6,2020,2025,2.32,mean
consistent_county,TX,Tavg,48139,Ellis,1980-1989,65.25,10,1980,1989,2.915,mean
consistent_county,TX,Tavg,48139,Ellis,1990-1999,65.836,10,1990,1999,2.901,mean
consistent_county,TX,Tavg,48139,Ellis,2000-2009,65.92,10,2000,2009,2.738,mean
consistent_county,TX,Tavg,48139,Ellis,2010-2019,66.264,10,2010,2019,2.93,mean
consistent_county,TX,Tavg,48139,Ellis,2020-2025,67.299,6,2020,2025,1.967,mean
consistent_county,TX,Tavg,48141,El Paso,1980-1989,63.437,10,1980,1989,3.719,mean
consistent_county,TX,Tavg,48141,El Paso,1990-1999,64.383,10,1990,1999,3.854,mean
consistent_county,TX,Tavg,48141,El Paso,2000-2009,65.107,10,2000,2009,4.281,mean
consistent_county,TX,Tavg,48141,El Paso,2010-2019,64.904,10,2010,2019,2.184,mean
consistent_county,TX,Tavg,48141,El Paso,2020-2025,66.382,6,2020,2025,2.164,mean
consistent_county,TX,Tavg,48143,Erath,1980-1989,63.842,10,1980,1989,1.988,mean
consistent_county,TX,Tavg,48143,Erath,1990-1999,63.748,10,1990,1999,1.972,mean
consistent_county,TX,Tavg,48143,Erath,2000-2009,64.012,10,2000,2009,1.812,mean
consistent_county,TX,Tavg,48143,Erath,2010-2019,65.715,10,2010,2019,1.099,mean
consistent_county,TX,Tavg,48143,Erath,2020-2025,67.021,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48147,Fannin,1980-1989,63.291,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48147,Fannin,1990-1999,62.515,9,1990,1998,1.0,mean
consistent_county,TX,Tavg,48147,Fannin,2000-2009,63.381,10,2000,2009,1.752,mean
consistent_county,TX,Tavg,48147,Fannin,2010-2019,64.435,10,2010,2019,1.86,mean
consistent_county,TX,Tavg,48147,Fannin,2020-2025,65.27,6,2020,2025,1.957,mean
consistent_county,TX,Tavg,48149,Fayette,1980-1989,69.112,10,1980,1989,1.991,mean
consistent_county,TX,Tavg,48149,Fayette,1990-1999,69.607,10,1990,1999,1.957,mean
consistent_county,TX,Tavg,48149,Fayette,2000-2009,69.37,10,2000,2009,2.872,mean
consistent_county,TX,Tavg,48149,Fayette,2010-2019,69.911,10,2010,2019,3.215,mean
consistent_county,TX,Tavg,48149,Fayette,2020-2025,71.26,6,2020,2025,1.833,mean
consistent_county,TX,Tavg,48153,Floyd,1980-1989,58.263,9,1980,1989,1.0,mean
consistent_county,TX,Tavg,48153,Floyd,1990-1999,59.148,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48153,Floyd,2000-2009,59.636,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48153,Floyd,2010-2019,59.605,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48153,Floyd,2020-2025,60.643,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48157,Fort Bend,1980-1989,68.846,10,1980,1989,1.945,mean
consistent_county,TX,Tavg,48157,Fort Bend,1990-1999,70.221,9,1990,1999,1.86,mean
consistent_county,TX,Tavg,48157,Fort Bend,2000-2009,70.575,10,2000,2009,2.541,mean
consistent_county,TX,Tavg,48157,Fort Bend,2010-2019,70.981,10,2010,2019,2.083,mean
consistent_county,TX,Tavg,48157,Fort Bend,2020-2025,72.599,6,2020,2025,1.568,mean
consistent_county,TX,Tavg,48159,Franklin,1980-1989,63.513,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48159,Franklin,1990-1999,64.165,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48159,Franklin,2000-2009,64.823,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48159,Franklin,2010-2019,65.104,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48159,Franklin,2020-2025,65.306,5,2020,2025,1.0,mean
consistent_county,TX,Tavg,48165,Gaines,1980-1989,60.904,10,1980,1989,1.065,mean
consistent_county,TX,Tavg,48165,Gaines,1990-1999,61.447,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48165,Gaines,2000-2009,61.628,9,2000,2009,1.047,mean
consistent_county,TX,Tavg,48165,Gaines,2010-2019,62.27,10,2010,2019,1.712,mean
consistent_county,TX,Tavg,48165,Gaines,2020-2025,63.943,6,2020,2025,1.567,mean
consistent_county,TX,Tavg,48167,Galveston,1980-1989,69.885,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48167,Galveston,1990-1999,70.262,10,1990,1999,2.268,mean
consistent_county,TX,Tavg,48167,Galveston,2000-2009,70.589,10,2000,2009,2.891,mean
consistent_county,TX,Tavg,48167,Galveston,2010-2019,71.33,10,2010,2019,2.092,mean
consistent_county,TX,Tavg,48167,Galveston,2020-2025,72.778,6,2020,2025,1.939,mean
consistent_county,TX,Tavg,48169,Garza,1980-1989,61.041,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48169,Garza,1990-1999,63.201,8,1990,1999,1.666,mean
consistent_county,TX,Tavg,48169,Garza,2000-2009,63.177,10,2000,2009,1.974,mean
consistent_county,TX,Tavg,48169,Garza,2010-2019,63.88,10,2010,2019,1.999,mean
consistent_county,TX,Tavg,48169,Garza,2020-2025,65.252,6,2020,2025,2.0,mean
consistent_county,TX,Tavg,48171,Gillespie,1980-1989,65.221,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48171,Gillespie,1990-1999,67.057,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48171,Gillespie,2000-2009,66.662,10,2000,2009,1.836,mean
consistent_county,TX,Tavg,48171,Gillespie,2010-2019,66.233,10,2010,2019,3.662,mean
consistent_county,TX,Tavg,48171,Gillespie,2020-2025,67.415,6,2020,2025,3.823,mean
consistent_county,TX,Tavg,48177,Gonzales,1980-1989,68.84,10,1980,1989,1.912,mean
consistent_county,TX,Tavg,48177,Gonzales,1990-1999,68.778,10,1990,1999,1.949,mean
consistent_county,TX,Tavg,48177,Gonzales,2000-2009,69.321,10,2000,2009,2.374,mean
consistent_county,TX,Tavg,48177,Gonzales,2010-2019,69.581,10,2010,2019,2.996,mean
consistent_county,TX,Tavg,48177,Gonzales,2020-2025,71.406,6,2020,2025,3.168,mean
consistent_county,TX,Tavg,48179,Gray,1980-1989,58.043,10,1980,1989,1.969,mean
consistent_county,TX,Tavg,48179,Gray,1990-1999,58.133,10,1990,1999,1.941,mean
consistent_county,TX,Tavg,48179,Gray,2000-2009,58.556,10,2000,2009,1.762,mean
consistent_county,TX,Tavg,48179,Gray,2010-2019,58.332,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48179,Gray,2020-2025,59.455,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48181,Grayson,1980-1989,63.024,10,1980,1989,1.982,mean
consistent_county,TX,Tavg,48181,Grayson,1990-1999,63.284,10,1990,1999,1.746,mean
consistent_county,TX,Tavg,48181,Grayson,2000-2009,63.591,9,2000,2009,1.0,mean
consistent_county,TX,Tavg,48181,Grayson,2010-2019,64.414,10,2010,2019,1.805,mean
consistent_county,TX,Tavg,48181,Grayson,2020-2025,65.375,6,2020,2025,1.944,mean
consistent_county,TX,Tavg,48189,Hale,1980-1989,58.917,10,1980,1989,1.124,mean
consistent_county,TX,Tavg,48189,Hale,1990-1999,58.91,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48189,Hale,2000-2009,59.049,10,2000,2009,2.645,mean
consistent_county,TX,Tavg,48189,Hale,2010-2019,59.582,10,2010,2019,2.999,mean
consistent_county,TX,Tavg,48189,Hale,2020-2025,60.438,6,2020,2025,3.0,mean
consistent_county,TX,Tavg,48191,Hall,1980-1989,61.68,10,1980,1989,1.766,mean
consistent_county,TX,Tavg,48191,Hall,1990-1999,61.494,10,1990,1999,1.948,mean
consistent_county,TX,Tavg,48191,Hall,2000-2009,61.276,10,2000,2009,1.98,mean
consistent_county,TX,Tavg,48191,Hall,2010-2019,62.004,10,2010,2019,1.999,mean
consistent_county,TX,Tavg,48191,Hall,2020-2025,62.79,6,2020,2025,2.0,mean
consistent_county,TX,Tavg,48201,Harris,1980-1989,68.829,10,1980,1989,3.96,mean
consistent_county,TX,Tavg,48201,Harris,1990-1999,70.103,10,1990,1999,3.762,mean
consistent_county,TX,Tavg,48201,Harris,2000-2009,70.278,10,2000,2009,3.905,mean
consistent_county,TX,Tavg,48201,Harris,2010-2019,70.795,10,2010,2019,3.28,mean
consistent_county,TX,Tavg,48201,Harris,2020-2025,72.317,6,2020,2025,3.151,mean
consistent_county,TX,Tavg,48205,Hartley,1980-1989,55.846,8,1980,1989,1.488,mean
consistent_county,TX,Tavg,48205,Hartley,1990-1999,54.908,10,1990,1999,2.569,mean
consistent_county,TX,Tavg,48205,Hartley,2000-2009,55.62,10,2000,2009,2.639,mean
consistent_county,TX,Tavg,48205,Hartley,2010-2019,56.86,10,2010,2019,1.889,mean
consistent_county,TX,Tavg,48205,Hartley,2020-2025,57.45,6,2020,2025,1.686,mean
consistent_county,TX,Tavg,48209,Hays,1980-1989,67.257,8,1980,1989,1.568,mean
consistent_county,TX,Tavg,48209,Hays,1990-1999,68.359,10,1990,1999,1.957,mean
consistent_county,TX,Tavg,48209,Hays,2000-2009,68.26,10,2000,2009,1.956,mean
consistent_county,TX,Tavg,48209,Hays,2010-2019,68.535,10,2010,2019,1.958,mean
consistent_county,TX,Tavg,48209,Hays,2020-2025,69.618,6,2020,2025,1.959,mean
consistent_county,TX,Tavg,48215,Hidalgo,1980-1989,74.025,10,1980,1989,5.132,mean
consistent_county,TX,Tavg,48215,Hidalgo,1990-1999,74.839,10,1990,1999,5.73,mean
consistent_county,TX,Tavg,48215,Hidalgo,2000-2009,75.225,10,2000,2009,9.383,mean
consistent_county,TX,Tavg,48215,Hidalgo,2010-2019,75.348,10,2010,2019,8.908,mean
consistent_county,TX,Tavg,48215,Hidalgo,2020-2025,76.278,6,2020,2025,8.681,mean
consistent_county,TX,Tavg,48219,Hockley,1980-1989,58.432,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48219,Hockley,1990-1999,59.922,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48219,Hockley,2000-2009,59.915,10,2000,2009,1.0,mean
consistent_county,TX,Tavg,48219,Hockley,2010-2019,60.109,10,2010,2019,1.0,mean
consistent_county,TX,Tavg,48219,Hockley,2020-2025,60.505,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48223,Hopkins,1980-1989,62.824,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48223,Hopkins,1990-1999,64.587,10,1990,1999,1.0,mean
consistent_county,TX,Tavg,48223,Hopkins,2000-2009,64.145,10,2000,2009,1.116,mean
consistent_county,TX,Tavg,48223,Hopkins,2010-2019,65.139,10,2010,2019,1.953,mean
consistent_county,TX,Tavg,48223,Hopkins,2020-2025,65.838,6,2020,2025,2.898,mean
consistent_county,TX,Tavg,48225,Houston,1980-1989,65.683,8,1980,1989,1.824,mean
consistent_county,TX,Tavg,48225,Houston,1990-1999,66.546,8,1990,1999,1.0,mean
consistent_county,TX,Tavg,48225,Houston,2000-2009,67.58,8,2002,2009,1.782,mean
consistent_county,TX,Tavg,48225,Houston,2010-2019,68.064,10,2010,2019,1.947,mean
consistent_county,TX,Tavg,48225,Houston,2020-2025,68.356,6,2020,2025,1.991,mean
consistent_county,TX,Tavg,48229,Hudspeth,1980-1989,61.122,10,1980,1989,5.112,mean
consistent_county,TX,Tavg,48229,Hudspeth,1990-1999,61.562,10,1990,1999,5.447,mean
consistent_county,TX,Tavg,48229,Hudspeth,2000-2009,62.404,10,2000,2009,3.204,mean
consistent_county,TX,Tavg,48229,Hudspeth,2010-2019,63.67,10,2010,2019,1.753,mean
consistent_county,TX,Tavg,48229,Hudspeth,2020-2025,65.337,6,2020,2025,1.0,mean
consistent_county,TX,Tavg,48233,Hutchinson,1980-1989,58.251,10,1980,1989,1.0,mean
consistent_county,TX,Tavg,48233,Hutchinson,1990-1999,58.792,10,1990,1999,2.09,mean
consistent_county,TX,Tavg,48233,Hutchinson,2000-2009,60.018,10,2000,2009,3.88,mean
consistent_county,TX,Tavg,48233,Hutchinson,2010-2019,60.805,10,2010,2019,3.799,mean
consistent_county,TX,Tavg,48233,Hutchinson,2020-2025,61.576,6,2020,2025,2.979,mean
consistent_county,TX,Tavg,48243,Jeff Davis,1980-1989,59.613,10,1980,1989,2.899,mean
consistent_county,TX,Tavg,48243,Jeff Davis,1990-1999,60.655,10,1990,1999,3.873,mean
consistent_county,TX,Tavg,48243,Jeff Davis,2000-2009,60.932,10,2000,2009,3.717,mean
consistent_county,TX,Tavg,48243,Jeff Davis,2010-2019,62.301,10,2010,2019,3.872,mean
consistent_county,TX,Tavg,48243,Jeff Davis,2020-2025,63.358,6,2020,2025,3.248,mean
consistent_county,TX,Tavg,48245,Jefferson,1980-1989,68.077,10,1980,1989,2.014,mean
consistent_county,TX,Tavg,48245,Jefferson,1990-1999,69.008,10,1990,1999,2.098,mean
consistent_county,TX,Tavg,48245,Jefferson,2000-2009,69.355,10,2000,2009,3.571,mean
consistent_county,TX,Tavg,48245,Jefferson,2010-2019,69.909,10,2010,2019,3.976,mean
consistent_county,TX,Tavg,48245,Jefferson,2020-2025,70.846,6,2020,2025,3.334,mean
consistent_county,TX,Tavg,48249,Jim Wells,1980-1989,71.302,10,1980,1989,1.859,mean
consistent_county,TX,Tavg,48249,Jim Wells,1990-1999,72.1,10,1990,1999,2.081,mean
consistent_county,TX,Tavg,48249,Jim Wells,2000-2009,72.759,10,2000,2009,2.63,mean
consistent_county,TX,Tavg,48249,Jim Wells,2010-2019,72.395,10,2010,2019,1.99,mean
consistent_county,TX,Tavg,48249,Jim Wells,2020-2025,73.444,6,2020,2025,2.135,mean
consistent_county,TX,Tavg,48251,Johnson,1980-1989,66.126,10,1980,1989,1.357,mean
consistent_county,TX,Tavg,48251,Johnson,1990-1999,66.166,10,1990,1999,1.957,mean
consistent_county,TX,Tavg,48251,Johnson,2000-2009,66.441,10,2000,2009,1.871,mean
