table,table_purpose,column,reader_facing_label,definition,unit,dtype,documentation_source,documented,note
county_gate_effect.csv,per-county geography of the absolute gate,cumulative_classified_days_with_gate,Cumulative classified days with gate,,,int64,undocumented,False,
county_gate_effect.csv,per-county geography of the absolute gate,cumulative_events_no_gate,Cumulative events no gate,,,int64,undocumented,False,
county_gate_effect.csv,per-county geography of the absolute gate,classified_days_lost,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_gate_effect.csv,per-county geography of the absolute gate,pct_retained,Days retained,share of a county's classified days that survive the gate,percent,float64,exact,True,
county_gate_effect.csv,per-county geography of the absolute gate,county_name,County,county name,,str,exact,True,
county_gate_effect.csv,per-county geography of the absolute gate,pct_analysis_days_imputed,Gap-filled,share of the county's daily records that were gap-filled by inverse-distance weighting,percent,float64,exact,True,
county_gate_effect.csv,per-county geography of the absolute gate,fully_imputed_county,Fully gap-filled,the county has no observed temperature at all in the study period,,bool,exact,True,
county_gate_effect.csv,per-county geography of the absolute gate,analysis_days,Analysis days,daily county-level records in the classification window,records,int64,pattern,True,
county_gate_effect.csv,per-county geography of the absolute gate,native_analysis_days,Analysis days,daily county-level records in the classification window,records,int64,pattern,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,county_name,County,county name,,str,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,year,Year,calendar year,year,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,month,Month,"calendar month, 1 to 12",month,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,heat_event_day_count,Classified days,county-dates classified by this construct in the month,records,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,events_started_count,Events started,events beginning in the month,events,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,events_active_count,Events active,distinct events touching the month,events,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,longest_active_event_days,Longest active event,longest event touching the month,days,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,valid_daily_observation_count,Valid daily county-level observations,number of valid daily county-level observations behind this summary,records,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,monthly_classification_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,imputed_classified_day_count,Gap-filled,classified days whose temperature was gap-filled,records,int64,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,event_ids_started,Events started,semicolon-separated event identifiers beginning in the month,,str,exact,True,
county_monthly_absolute_hot_spells.csv,monthly county-level absolute hot-spell summary,event_ids_active,Events active,semicolon-separated event identifiers touching the month,,str,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,county_name,County,county name,,str,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,year,Year,calendar year,year,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,month,Month,"calendar month, 1 to 12",month,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,heat_event_day_count,Classified days,county-dates classified by this construct in the month,records,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,events_started_count,Events started,events beginning in the month,events,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,events_active_count,Events active,distinct events touching the month,events,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,longest_active_event_days,Longest active event,longest event touching the month,days,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,valid_daily_observation_count,Valid daily county-level observations,number of valid daily county-level observations behind this summary,records,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,monthly_classification_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,imputed_classified_day_count,Gap-filled,classified days whose temperature was gap-filled,records,int64,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,event_ids_started,Events started,semicolon-separated event identifiers beginning in the month,,str,exact,True,
county_monthly_all_constructs.csv,monthly county-level summary for the primary-window and absolute constructs,event_ids_active,Events active,semicolon-separated event identifiers touching the month,,str,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,county_name,County,county name,,str,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,year,Year,calendar year,year,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,month,Month,"calendar month, 1 to 12",month,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,heat_event_day_count,Classified days,county-dates classified by this construct in the month,records,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,events_started_count,Events started,events beginning in the month,events,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,events_active_count,Events active,distinct events touching the month,events,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,longest_active_event_days,Longest active event,longest event touching the month,days,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,valid_daily_observation_count,Valid daily county-level observations,number of valid daily county-level observations behind this summary,records,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,monthly_classification_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,imputed_classified_day_count,Gap-filled,classified days whose temperature was gap-filled,records,int64,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,event_ids_started,Events started,semicolon-separated event identifiers beginning in the month,,str,exact,True,
county_monthly_hybrid_heat_events.csv,monthly county-level hybrid heat-event summary,event_ids_active,Events active,semicolon-separated event identifiers touching the month,,str,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,county_name,County,county name,,str,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,year,Year,calendar year,year,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,month,Month,"calendar month, 1 to 12",month,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,heat_event_day_count,Classified days,county-dates classified by this construct in the month,records,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,events_started_count,Events started,events beginning in the month,events,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,events_active_count,Events active,distinct events touching the month,events,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,longest_active_event_days,Longest active event,longest event touching the month,days,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,valid_daily_observation_count,Valid daily county-level observations,number of valid daily county-level observations behind this summary,records,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,monthly_classification_rate_per_1000,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,imputed_classified_day_count,Gap-filled,classified days whose temperature was gap-filled,records,int64,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,event_ids_started,Events started,semicolon-separated event identifiers beginning in the month,,str,exact,True,
county_monthly_relative_warm_spells.csv,monthly county-level relative warm-spell summary,event_ids_active,Events active,semicolon-separated event identifiers touching the month,,str,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",state,State,state abbreviation,,str,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",county_name,County,county name,,str,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",year,Year,calendar year,year,int64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",month,Month,"calendar month, 1 to 12",month,int64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",valid_daily_observation_count,Valid daily county-level observations,number of valid daily county-level observations behind this summary,records,int64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",period_mean_f,Average temperature,mean of the daily values over the summary period,degF,float64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",daily_min_f,Lowest daily value,lowest single daily value in the period,degF,float64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",daily_max_f,Highest daily value,highest single daily value in the period,degF,float64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",mean_contributing_stations,Contributing stations,mean number of reporting stations behind the county's daily values,stations,float64,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",meets_monthly_coverage_requirement,Meets coverage,at least 25 valid daily county-level observations in the month,,bool,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",period,Period,comparison period,,str,exact,True,
county_monthly_temperature.csv,"monthly county-level temperature summaries, five states",season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",sample,County sample,consistent_county (Sample A) or strict_balanced (Sample B),,str,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",state,State,state abbreviation,,str,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",county_name,County,county name,,str,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",period,Period,comparison period,,str,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",county_period_value_f,County period value,one value per county per period: the mean of that county's qualifying annual values in the period,degF,float64,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",annual_observations_used,Annual observations used,annual county-level observations behind the county's period value,records,int64,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",first_year_used,First year used,,,int64,undocumented,False,
county_period_temperature.csv,"one temperature value per county per period, per sample",last_year_used,Last year used,,,int64,undocumented,False,
county_period_temperature.csv,"one temperature value per county per period, per sample",mean_contributing_stations,Contributing stations,mean number of reporting stations behind the county's daily values,stations,float64,exact,True,
county_period_temperature.csv,"one temperature value per county per period, per sample",county_period_statistic,County period statistic,,,str,undocumented,False,
county_profile_examples.csv,the six example counties,profile_role,Profile role,,,str,undocumented,False,
county_profile_examples.csv,the six example counties,county_fips,County,five-digit county FIPS code,,int64,exact,True,
county_profile_examples.csv,the six example counties,county_name,County,county name,,str,exact,True,
county_profile_examples.csv,the six example counties,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
county_profile_examples.csv,the six example counties,data_quality_label,Data quality,reader-facing data-quality band for the county,,str,exact,True,
county_profile_examples.csv,the six example counties,pct_analysis_days_imputed,Gap-filled,share of the county's daily records that were gap-filled by inverse-distance weighting,percent,float64,exact,True,
county_profile_examples.csv,the six example counties,fully_imputed_county,Fully gap-filled,the county has no observed temperature at all in the study period,,bool,exact,True,
county_profile_examples.csv,the six example counties,cumulative_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,median_annual_classified_days,Median annual classified days,median across annual county-level observations of the classified-day count,records,float64,pattern,True,
county_profile_examples.csv,the six example counties,median_annual_event_count,Median annual events,median across annual county-level observations of the event count,events,float64,pattern,True,
county_profile_examples.csv,the six example counties,longest_event_days,Longest event days,,,int64,undocumented,False,
county_profile_examples.csv,the six example counties,peak_month,Peak month,calendar month carrying the most classified days,,str,pattern,True,
county_profile_examples.csv,the six example counties,pct_days_june_september,June-September share,share of classified days falling in June-September,percent,float64,pattern,True,
county_profile_examples.csv,the six example counties,month_01_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_02_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_03_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_04_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_05_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_06_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_07_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_08_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_09_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_10_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_11_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_profile_examples.csv,the six example counties,month_12_classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
county_record_coverage.csv,record extent and coverage per state,state,State,state abbreviation,,str,exact,True,
county_record_coverage.csv,record extent and coverage per state,state_name,State,state name,,str,exact,True,
county_record_coverage.csv,record extent and coverage per state,daily_county_level_observations,Daily county level observations,,,int64,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,counties_in_file,Counties,number of counties,counties,int64,pattern,True,
county_record_coverage.csv,record extent and coverage per state,first_date,First date,,,str,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,last_date,Last date,,,str,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,pct_daily_records_with_daily_high,Percentage,percentage,percent,float64,pattern,True,
county_record_coverage.csv,record extent and coverage per state,pct_daily_records_with_daily_low,Percentage,percentage,percent,float64,pattern,True,
county_record_coverage.csv,record extent and coverage per state,median_contributing_stations_high,Median contributing stations high,,,float64,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,annual_observations_meeting_coverage,Annual observations meeting coverage,,,int64,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,annual_observations_total,Annual observations total,,,int64,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,records_quarantined_high_below_low,Records quarantined high below low,,,int64,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,records_with_high_below_low_after_quarantine,Records with high below low after quarantine,,,int64,undocumented,False,
county_record_coverage.csv,record extent and coverage per state,records_with_duplicate_county_date,Records with duplicate county date,,,int64,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,construct_a,Construct a,,,str,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,construct_b,Construct b,,,str,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,label_a,Label,reader-facing short label,,str,pattern,True,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,label_b,Label,reader-facing short label,,str,pattern,True,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,family_a,Family a,,,str,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,family_b,Family b,,,str,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,classified_county_dates_a,Classified county dates a,,,int64,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,classified_county_dates_b,Classified county dates b,,,int64,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,shared_county_dates,Shared county dates,,,int64,undocumented,False,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,jaccard,Jaccard overlap,agreement between two constructs on the set of classified county-dates; not accuracy,0 to 1,float64,exact,True,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,structurally_nested,Nested,"the two constructs are nested, so their agreement is arithmetic rather than evidential",,bool,exact,True,
definition_agreement_jaccard.csv,pairwise agreement on classified county-dates,interpretation,Interpretation,how the row should and should not be read,,str,pattern,True,
definition_agreement_jaccard_matrix.csv,"the same, in square form",Unnamed: 0,Unnamed: 0,,,str,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D2,Tx-p80-d2,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D3,Tx-p80-d3,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D5,Tx-p80-d5,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D2,Tx-p85-d2,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D3,Tx-p85-d3,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D5,Tx-p85-d5,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D2,Tx-p90-d2,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D3,Tx-p90-d3,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D5,Tx-p90-d5,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D2+A80,Tx-p80-d2+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D2+A90,Tx-p80-d2+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D3+A80,Tx-p80-d3+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D3+A90,Tx-p80-d3+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D5+A80,Tx-p80-d5+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P80-D5+A90,Tx-p80-d5+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D2+A80,Tx-p85-d2+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D2+A90,Tx-p85-d2+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D3+A80,Tx-p85-d3+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D3+A90,Tx-p85-d3+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D5+A80,Tx-p85-d5+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P85-D5+A90,Tx-p85-d5+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D2+A80,Tx-p90-d2+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D2+A90,Tx-p90-d2+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D3+A80,Tx-p90-d3+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D3+A90,Tx-p90-d3+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D5+A80,Tx-p90-d5+a80,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX-P90-D5+A90,Tx-p90-d5+a90,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX->80-D2,Tx->80-d2,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX->90-D2,Tx->90-d2,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX->80-D3,Tx->80-d3,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX->90-D3,Tx->90-d3,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX->80-D5,Tx->80-d5,,,float64,undocumented,False,
definition_agreement_jaccard_matrix.csv,"the same, in square form",TX->90-D5,Tx->90-d5,,,float64,undocumented,False,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",month,Month,"calendar month, 1 to 12",month,int64,exact,True,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",month_name,Month,three-letter month abbreviation,,str,exact,True,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",valid_daily_observations_relative,Valid daily county-level observations,valid daily county-level observations used as the denominator,records,int64,pattern,True,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",valid_daily_observations_hybrid,Valid daily county-level observations,valid daily county-level observations used as the denominator,records,int64,pattern,True,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",valid_daily_observations_absolute,Valid daily county-level observations,valid daily county-level observations used as the denominator,records,int64,pattern,True,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",relative_equals_hybrid,Relative equals hybrid,,,bool,undocumented,False,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",relative_equals_absolute,Relative equals absolute,,,bool,undocumented,False,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",absolute_minus_relative,Absolute minus relative,,,int64,undocumented,False,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",primary_window,Primary window,,,str,undocumented,False,
eligibility_denominator_comparison.csv,"valid-record counts per construct family, tested for equality",conclusion,Conclusion,,,str,undocumented,False,
event_duration_distribution.csv,distribution of individual event durations,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
event_duration_distribution.csv,distribution of individual event durations,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
event_duration_distribution.csv,distribution of individual event durations,count,Count,number of values in the distribution,records,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,mean,Mean,arithmetic mean of the distribution,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,std,Standard deviation,standard deviation of the distribution,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,min,Minimum,smallest value,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,10%,10th percentile,10th percentile,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,25%,25th percentile,25th percentile,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,50%,Median,median,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,75%,75th percentile,75th percentile,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,90%,90th percentile,90th percentile,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,99%,99th percentile,99th percentile,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,max,Maximum,largest value,,float64,distribution,True,
event_duration_distribution.csv,distribution of individual event durations,short_label,Construct,"figure label carrying metric, percentile and duration",,str,exact,True,
event_duration_distribution.csv,distribution of individual event durations,note,Note,free-text qualification attached to the row,,str,pattern,True,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",figure_id,Figure id,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",figure_file,Figure file,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",purpose,Purpose,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",unit_of_analysis,Unit of analysis,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",input_table,Input table,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",aggregation_formula,Aggregation formula,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",denominator,Denominator,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",result_supported,Result supported,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",result_not_supported,Result not supported,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",draft_caption,Draft caption,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",limitation,Limitation,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",figure_path,Figure path,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",figure_exists,Figure exists,,,bool,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",figure_md5,Figure md5,,,str,undocumented,False,
figure_data_manifest.csv,"every figure with its input table, aggregation and limitations",reproducible_from,Reproducible from,,,str,undocumented,False,
